row no.,tree no.,X,Y
54,16.00,725515.75,4162583.25
54,17.00,725512.75,4162580.75
54,18.00,725511.25,4162580.25
54,19.00,725509.75,4162578.75
54,20.00,725506.75,4162577.25
54,21.00,725505.25,4162576.25
54,22.00,725503.25,4162575.25
54,23.00,725501.75,4162574.25
54,24.00,725498.25,4162572.75
54,25.00,725497.39,4162570.62
54,26.00,725494.75,4162568.75
54,27.00,725492.25,4162567.75
54,28.00,725491.25,4162567.25
54,29.00,725489.75,4162566.25
54,30.00,725486.46,4162564.22
54,31.00,725484.75,4162563.25
54,32.00,725483.25,4162562.25
54,33.00,725480.25,4162560.25
54,34.00,725478.28,4162560.57
54,35.00,725478.75,4162558.75
54,36.00,725474.75,4162556.75
54,37.00,725472.25,4162554.75
54,38.00,725469.25,4162552.75
54,39.00,725465.75,4162551.25
54,40.00,725463.25,4162548.75
54,41.00,725459.88,4162546.82
54,42.00,725456.75,4162544.75
54,43.00,725453.75,4162543.25
54,44.00,725450.25,4162540.75
54,45.00,725447.75,4162538.75
54,46.00,725444.25,4162536.75
54,47.00,725441.75,4162534.25
54,48.00,725440.80,4162535.42
54,49.00,725437.25,4162531.75
55,1.00,725551.25,4162603.25
55,2.00,725548.25,4162601.25
55,3.00,725543.25,4162597.75
55,4.00,725540.75,4162595.75
55,5.00,725538.75,4162594.75
55,6.00,725536.13,4162593.06
55,7.00,725534.25,4162591.75
55,8.00,725532.75,4162590.75
55,9.00,725531.25,4162589.75
55,10.00,725529.75,4162588.75
55,11.00,725528.25,4162587.75
55,12.00,725526.75,4162586.75
55,13.00,725525.25,4162585.75
55,14.00,725523.83,4162584.86
55,15.00,725522.25,4162583.75
55,16.00,725520.75,4162582.25
55,17.00,725517.75,4162580.25
55,18.00,725515.75,4162579.25
55,19.00,725513.25,4162577.75
55,20.00,725511.25,4162576.75
55,21.00,725508.75,4162574.75
55,22.00,725507.25,4162575.75
55,23.00,725506.75,4162573.75
55,24.00,725505.25,4162572.75
55,25.00,725503.75,4162571.75
55,26.00,725502.37,4162570.72
55,27.00,725499.75,4162568.75
55,28.00,725497.25,4162567.25
55,29.00,725495.40,4162567.29
55,30.00,725493.14,4162564.80
55,31.00,725491.89,4162562.94
55,32.00,725491.25,4162563.75
55,33.00,725489.75,4162562.75
55,34.00,725487.25,4162560.25
55,35.00,725485.51,4162559.71
55,36.00,725483.75,4162558.75
55,37.00,725482.25,4162557.75
55,38.00,725480.25,4162556.25
55,39.00,725476.75,4162553.75
55,40.00,725474.40,4162551.30
55,41.00,725470.75,4162549.75
55,42.00,725467.75,4162548.25
55,43.00,725464.25,4162546.25
55,44.00,725461.25,4162544.25
55,45.00,725458.25,4162542.75
55,46.00,725455.25,4162540.25
55,47.00,725452.25,4162538.25
55,48.00,725449.75,4162536.25
55,49.00,725446.25,4162534.25
55,50.00,725442.75,4162532.25
56,1.00,725562.75,4162604.25
56,2.00,725559.25,4162603.75
56,3.00,725555.75,4162602.25
56,4.00,725553.25,4162600.25
56,5.00,725551.75,4162598.75
56,6.00,725549.75,4162598.25
56,7.00,725547.25,4162596.25
56,8.00,725545.25,4162595.25
56,9.00,725543.75,4162594.25
56,10.00,725542.25,4162593.25
56,11.00,725540.25,4162592.25
56,12.00,725539.25,4162590.75
56,13.00,725537.85,4162588.62
56,14.00,725536.20,4162589.67
56,15.00,725534.75,4162587.75
56,16.00,725533.40,4162587.08
56,17.00,725532.25,4162586.25
56,18.00,725530.25,4162585.25
56,19.00,725528.75,4162584.25
56,20.00,725525.25,4162581.75
56,21.00,725522.25,4162580.25
56,22.00,725520.75,4162578.75
56,23.00,725517.75,4162577.25
56,24.00,725515.75,4162576.25
56,25.00,725512.75,4162574.25
56,26.00,725509.75,4162571.75
56,27.00,725508.35,4162570.97
56,28.00,725507.25,4162569.75
56,29.00,725505.25,4162569.25
56,30.00,725503.25,4162568.25
56,31.00,725502.25,4162566.75
56,32.00,725500.75,4162565.75
56,33.00,725498.75,4162565.25
56,34.00,725497.57,4162564.09
56,35.00,725496.25,4162562.75
56,36.00,725494.75,4162562.25
56,37.00,725493.25,4162561.25
56,38.00,725491.25,4162560.25
56,39.00,725489.75,4162559.25
56,40.00,725488.34,4162558.34
56,41.00,725486.75,4162557.25
56,42.00,725484.75,4162556.25
56,43.00,725483.75,4162555.75
56,44.00,725481.98,4162553.96
56,45.00,725480.25,4162553.25
56,46.00,725478.25,4162551.75
56,47.00,725475.25,4162549.75
56,48.00,725471.75,4162547.75
56,49.00,725468.75,4162546.25
56,50.00,725466.25,4162544.25
56,51.00,725463.25,4162541.75
56,52.00,725459.67,4162541.16
56,53.00,725460.25,4162539.75
56,54.00,725457.25,4162537.75
56,55.00,725454.25,4162535.75
56,56.00,725450.75,4162533.25
56,57.00,725447.75,4162531.75
56,58.00,725444.75,4162529.25
56,59.00,725441.25,4162526.75
56,60.00,725437.75,4162526.25
57,1.00,725555.25,4162597.75
57,2.00,725551.25,4162595.75
57,3.00,725547.25,4162592.25
57,4.00,725545.25,4162591.75
57,5.00,725542.75,4162589.25
57,6.00,725539.25,4162587.75
57,7.00,725537.25,4162586.25
57,8.00,725534.75,4162584.75
57,9.00,725533.25,4162583.25
57,10.00,725530.75,4162581.75
57,11.00,725527.25,4162579.75
57,12.00,725525.37,4162578.94
57,13.00,725523.75,4162577.75
57,14.00,725521.25,4162575.25
57,15.00,725519.75,4162574.25
57,16.00,725517.75,4162573.75
57,17.00,725515.75,4162572.25
57,18.00,725513.25,4162570.25
57,19.00,725509.75,4162568.25
57,20.00,725507.25,4162566.75
57,21.00,725504.25,4162564.25
57,22.00,725500.75,4162562.25
57,23.00,725499.27,4162561.87
57,24.00,725497.75,4162560.75
57,25.00,725496.25,4162559.75
57,26.00,725494.57,4162558.35
57,27.00,725491.25,4162556.75
57,28.00,725489.96,4162555.69
57,29.00,725488.75,4162554.75
57,30.00,725486.75,4162553.75
57,31.00,725484.75,4162552.25
57,32.00,725483.75,4162551.75
57,33.00,725482.75,4162551.25
57,34.00,725481.75,4162550.75
57,35.00,725479.75,4162549.25
57,36.00,725477.25,4162547.25
57,37.00,725474.25,4162545.25
57,38.00,725470.75,4162543.25
57,39.00,725468.25,4162541.25
57,40.00,725465.25,4162539.25
57,41.00,725461.75,4162536.75
57,42.00,725458.75,4162535.25
57,43.00,725455.75,4162532.75
57,44.00,725452.75,4162530.75
57,45.00,725449.75,4162529.25
57,46.00,725446.75,4162527.25
58,1.00,725563.95,4162599.97
58,2.00,725561.25,4162599.25
58,3.00,725556.25,4162595.25
58,4.00,725554.75,4162593.75
58,5.00,725552.25,4162593.25
58,6.00,725549.75,4162591.25
58,7.00,725546.75,4162589.25
58,8.00,725545.25,4162588.25
58,9.00,725543.75,4162586.75
58,10.00,725541.27,4162587.08
58,11.00,725540.75,4162585.25
58,12.00,725538.75,4162584.25
58,13.00,725537.75,4162582.25
58,14.00,725535.75,4162582.25
58,15.00,725533.25,4162579.75
58,16.00,725531.75,4162578.75
58,17.00,725530.25,4162577.75
58,18.00,725528.75,4162576.75
58,19.00,725527.25,4162575.75
58,20.00,725525.47,4162575.21
58,21.00,725522.25,4162572.75
58,22.00,725519.75,4162570.75
58,23.00,725518.25,4162570.25
58,24.00,725517.25,4162569.25
58,25.00,725515.18,4162567.96
58,26.00,725513.75,4162566.75
58,27.00,725510.63,4162565.22
58,28.00,725509.25,4162563.75
58,29.00,725507.25,4162563.25
58,30.00,725505.31,4162561.93
58,31.00,725503.75,4162560.75
58,32.00,725500.75,4162559.25
58,33.00,725497.75,4162557.25
58,34.00,725496.25,4162556.25
58,35.00,725492.25,4162553.25
58,36.00,725490.75,4162552.25
58,37.00,725488.75,4162551.25
58,38.00,725487.25,4162550.75
58,39.00,725484.25,4162548.25
58,40.00,725481.75,4162546.75
58,41.00,725475.75,4162542.75
58,42.00,725472.25,4162540.75
58,43.00,725466.75,4162536.75
58,44.00,725463.25,4162534.75
58,45.00,725457.25,4162530.75
58,46.00,725454.25,4162528.25
58,47.00,725451.25,4162526.25
58,48.00,725448.25,4162524.25
58,49.00,725444.25,4162520.75
59,1.00,725563.75,4162595.75
59,2.00,725558.25,4162592.75
59,3.00,725558.15,4162590.88
59,4.00,725556.41,4162591.16
59,5.00,725554.75,4162590.25
59,6.00,725551.25,4162588.75
59,7.00,725548.75,4162586.75
59,8.00,725546.61,4162585.32
59,9.00,725545.25,4162584.25
59,10.00,725541.25,4162581.25
59,11.00,725539.25,4162580.75
59,12.00,725537.75,4162579.75
59,13.00,725536.25,4162578.75
59,14.00,725535.25,4162577.75
59,15.00,725531.75,4162575.25
59,16.00,725530.25,4162574.25
59,17.00,725528.76,4162573.30
59,18.00,725525.75,4162571.25
59,19.00,725522.75,4162569.25
59,20.00,725516.59,4162565.42
59,21.00,725513.75,4162563.75
59,22.00,725512.40,4162562.53
59,23.00,725510.75,4162561.75
59,24.00,725508.75,4162560.75
59,25.00,725507.25,4162559.75
59,26.00,725505.75,4162558.75
59,27.00,725504.25,4162557.75
59,28.00,725502.36,4162556.81
59,29.00,725499.75,4162554.75
59,30.00,725498.25,4162553.75
59,31.00,725494.75,4162552.25
59,32.00,725492.25,4162549.75
59,33.00,725490.83,4162548.92
59,34.00,725487.25,4162547.25
59,35.00,725485.47,4162544.77
59,36.00,725483.25,4162544.25
59,37.00,725480.25,4162542.75
59,38.00,725477.75,4162540.25
59,39.00,725474.75,4162538.25
59,40.00,725471.25,4162536.25
59,41.00,725468.25,4162534.25
59,42.00,725465.25,4162532.25
59,43.00,725461.75,4162530.25
59,44.00,725458.75,4162528.25
59,45.00,725455.75,4162526.25
59,46.00,725453.26,4162526.02
59,47.00,725452.75,4162524.25
59,48.00,725449.75,4162521.75
59,49.00,725444.88,4162517.87
60,1.00,725568.25,4162595.75
60,2.00,725564.26,4162593.92
60,3.00,725560.25,4162589.75
60,4.00,725554.75,4162587.25
60,5.00,725551.75,4162584.75
60,6.00,725550.25,4162583.75
60,7.00,725548.88,4162582.90
60,8.00,725547.25,4162581.75
60,9.00,725546.25,4162580.75
60,10.00,725544.25,4162579.75
60,11.00,725542.25,4162578.75
60,12.00,725541.20,4162578.47
60,13.00,725540.25,4162577.75
60,14.00,725539.85,4162576.25
60,15.00,725538.25,4162575.75
60,16.00,725535.75,4162573.25
60,17.00,725533.75,4162572.75
60,18.00,725531.75,4162571.75
60,19.00,725529.25,4162569.75
60,20.00,725527.75,4162568.75
60,21.00,725526.25,4162567.75
60,22.00,725524.25,4162566.75
60,23.00,725523.22,4162565.98
60,24.00,725519.75,4162564.25
60,25.00,725515.25,4162561.25
60,26.00,725513.75,4162559.75
60,27.00,725512.75,4162559.25
60,28.00,725510.75,4162557.75
60,29.00,725509.07,4162556.47
60,30.00,725507.74,4162555.97
60,31.00,725506.25,4162555.25
60,32.00,725504.25,4162554.25
60,33.00,725503.25,4162553.25
60,34.00,725501.04,4162551.98
60,35.00,725500.20,4162550.98
60,36.00,725498.75,4162549.75
60,37.00,725496.75,4162549.25
60,38.00,725494.75,4162547.75
60,39.00,725492.25,4162546.25
60,40.00,725490.75,4162545.25
60,41.00,725489.75,4162543.75
60,42.00,725485.75,4162541.75
60,43.00,725484.61,4162539.03
60,44.00,725482.25,4162539.75
60,45.00,725479.25,4162537.75
60,46.00,725475.75,4162535.25
60,47.00,725473.25,4162533.25
60,48.00,725470.75,4162531.25
60,49.00,725467.25,4162529.25
60,50.00,725463.25,4162527.25
60,51.00,725460.75,4162525.25
60,52.00,725457.75,4162523.25
60,53.00,725455.25,4162521.25
60,54.00,725451.75,4162519.25
60,55.00,725448.75,4162516.75
61,1.00,725566.75,4162590.75
61,2.00,725564.55,4162590.77
61,3.00,725564.25,4162589.25
61,4.00,725561.25,4162587.75
61,5.00,725559.77,4162584.68
61,6.00,725558.25,4162585.25
61,7.00,725557.02,4162583.37
61,8.00,725555.25,4162583.25
61,9.00,725553.25,4162582.25
61,10.00,725551.96,4162581.66
61,11.00,725550.25,4162579.75
61,12.00,725547.75,4162578.25
61,13.00,725546.25,4162577.75
61,14.00,725544.25,4162576.75
61,15.00,725542.75,4162575.25
61,16.00,725541.25,4162574.25
61,17.00,725539.25,4162573.75
61,18.00,725537.17,4162571.71
61,19.00,725535.25,4162570.25
61,20.00,725531.75,4162568.75
61,21.00,725528.75,4162566.75
61,22.00,725526.25,4162564.25
61,23.00,725523.44,4162562.37
61,24.00,725521.75,4162561.75
61,25.00,725520.03,4162560.60
61,26.00,725518.25,4162559.25
61,27.00,725515.75,4162557.75
61,28.00,725514.25,4162556.75
61,29.00,725512.88,4162555.52
61,30.00,725511.75,4162555.25
61,31.00,725504.25,4162551.25
61,32.00,725504.49,4162549.96
61,33.00,725502.25,4162549.75
61,34.00,725500.50,4162548.07
61,35.00,725498.25,4162547.25
61,36.00,725496.75,4162545.75
61,37.00,725495.25,4162544.75
61,38.00,725492.25,4162542.75
61,39.00,725490.51,4162541.37
61,40.00,725489.25,4162540.25
61,41.00,725487.25,4162537.25
61,42.00,725484.90,4162536.91
61,43.00,725483.75,4162537.25
61,44.00,725480.75,4162535.25
61,45.00,725477.75,4162533.75
61,46.00,725474.75,4162530.75
61,47.00,725471.75,4162528.75
61,48.00,725470.47,4162528.93
61,49.00,725468.25,4162526.75
61,50.00,725465.25,4162525.25
61,51.00,725462.75,4162522.75
61,52.00,725459.25,4162520.75
61,53.00,725456.25,4162518.75
61,54.00,725453.25,4162516.75
61,55.00,725448.04,4162514.79
61,56.00,725447.25,4162513.25
62,1.00,725571.66,4162589.78
62,2.00,725571.04,4162588.09
62,3.00,725568.75,4162587.75
62,4.00,725564.71,4162585.55
62,5.00,725563.25,4162585.25
62,6.00,725564.20,4162583.58
62,7.00,725561.75,4162583.75
62,8.00,725557.25,4162580.75
62,9.00,725555.68,4162578.94
62,10.00,725553.75,4162578.75
62,11.00,725552.25,4162577.75
62,12.00,725551.25,4162576.25
62,13.00,725549.96,4162577.07
62,14.00,725547.75,4162574.75
62,15.00,725542.75,4162571.75
62,16.00,725540.75,4162570.25
62,17.00,725538.75,4162569.25
62,18.00,725537.25,4162567.75
62,19.00,725536.16,4162566.91
62,20.00,725534.25,4162565.75
62,21.00,725532.25,4162564.75
62,22.00,725530.75,4162564.25
62,23.00,725527.75,4162561.75
62,24.00,725526.25,4162561.25
62,25.00,725524.75,4162559.75
62,26.00,725522.75,4162558.75
62,27.00,725518.75,4162556.25
62,28.00,725516.75,4162555.25
62,29.00,725514.25,4162553.25
62,30.00,725512.25,4162552.25
62,31.00,725510.75,4162551.25
62,32.00,725507.23,4162546.83
62,33.00,725506.25,4162548.25
62,34.00,725504.25,4162547.25
62,35.00,725503.46,4162546.62
62,36.00,725502.25,4162545.25
62,37.00,725499.75,4162544.25
62,38.00,725498.25,4162543.25
62,39.00,725493.75,4162540.25
62,40.00,725492.25,4162539.25
62,41.00,725491.25,4162538.25
62,42.00,725488.75,4162537.25
62,43.00,725489.49,4162536.03
62,44.00,725488.25,4162535.25
62,45.00,725485.25,4162534.75
62,46.00,725479.25,4162530.75
62,47.00,725476.25,4162528.75
62,48.00,725470.25,4162524.25
62,49.00,725463.75,4162520.75
62,50.00,725460.75,4162518.25
62,51.00,725458.75,4162516.25
62,52.00,725454.75,4162514.25
62,53.00,725451.25,4162513.25
63,1.00,725568.82,4162584.58
63,2.00,725564.75,4162582.25
63,3.00,725561.75,4162580.75
63,4.00,725560.25,4162579.25
63,5.00,725560.36,4162578.23
63,6.00,725558.25,4162578.75
63,7.00,725557.25,4162577.25
63,8.00,725555.75,4162576.25
63,9.00,725552.75,4162574.25
63,10.00,725550.75,4162573.25
63,11.00,725549.75,4162572.25
63,12.00,725547.75,4162571.25
63,13.00,725546.75,4162570.25
63,14.00,725544.75,4162569.25
63,15.00,725542.89,4162568.31
63,16.00,725539.75,4162566.25
63,17.00,725537.76,4162564.33
63,18.00,725535.25,4162563.75
63,19.00,725532.25,4162561.25
63,20.00,725528.25,4162558.25
63,21.00,725526.25,4162557.25
63,22.00,725524.25,4162556.25
63,23.00,725523.75,4162555.25
63,24.00,725521.75,4162554.25
63,25.00,725520.09,4162553.73
63,26.00,725518.75,4162552.25
63,27.00,725517.86,4162553.28
63,28.00,725517.25,4162551.25
63,29.00,725514.25,4162549.25
63,30.00,725512.75,4162548.25
63,31.00,725511.12,4162547.26
63,32.00,725508.25,4162545.25
63,33.00,725506.29,4162544.49
63,34.00,725505.25,4162543.25
63,35.00,725501.75,4162540.75
63,36.00,725499.25,4162539.25
63,37.00,725497.70,4162538.25
63,38.00,725495.75,4162537.25
63,39.00,725493.25,4162535.25
63,40.00,725490.75,4162533.75
63,41.00,725487.25,4162531.75
63,42.00,725484.25,4162530.25
63,43.00,725481.25,4162527.25
63,44.00,725478.25,4162526.25
63,45.00,725475.25,4162523.75
63,46.00,725471.75,4162521.75
63,47.00,725465.75,4162518.25
63,48.00,725462.85,4162514.52
63,49.00,725461.75,4162515.75
63,50.00,725459.25,4162513.75
63,51.00,725456.75,4162511.75
63,52.00,725450.75,4162509.25
64,1.00,725569.12,4162582.46
64,2.00,725566.58,4162580.01
64,3.00,725564.80,4162580.28
64,4.00,725563.75,4162577.75
64,5.00,725561.75,4162576.75
64,6.00,725558.75,4162575.25
64,7.00,725557.25,4162573.75
64,8.00,725555.55,4162573.06
64,9.00,725552.70,4162571.06
64,10.00,725551.41,4162571.85
64,11.00,725551.25,4162570.25
64,12.00,725549.75,4162569.25
64,13.00,725548.75,4162567.25
64,14.00,725545.25,4162565.75
64,15.00,725543.05,4162565.06
64,16.00,725541.75,4162564.25
64,17.00,725540.25,4162562.75
64,18.00,725537.31,4162560.54
64,19.00,725535.75,4162559.75
64,20.00,725534.25,4162558.75
64,21.00,725531.25,4162556.75
64,22.00,725528.25,4162555.25
64,23.00,725525.25,4162552.75
64,24.00,725523.75,4162551.75
64,25.00,725521.75,4162550.75
64,26.00,725517.25,4162547.75
64,27.00,725516.06,4162546.58
64,28.00,725514.25,4162545.25
64,29.00,725511.75,4162544.25
64,30.00,725510.25,4162542.75
64,31.00,725508.38,4162541.23
64,32.00,725506.75,4162540.75
64,33.00,725504.75,4162539.75
64,34.00,725503.75,4162538.25
64,35.00,725501.75,4162537.25
64,36.00,725497.75,4162533.75
64,37.00,725494.25,4162532.75
64,38.00,725492.75,4162530.25
64,39.00,725488.75,4162529.25
64,40.00,725485.75,4162527.75
64,41.00,725483.25,4162525.25
64,42.00,725479.75,4162523.25
64,43.00,725476.75,4162521.25
64,44.00,725473.75,4162519.25
64,45.00,725467.75,4162515.75
64,46.00,725464.75,4162513.25
64,47.00,725461.25,4162511.25
64,48.00,725458.25,4162508.75
64,49.00,725455.75,4162506.75
65,1.00,725573.82,4162579.46
65,2.00,725568.25,4162577.25
65,3.00,725566.86,4162575.29
65,4.00,725563.41,4162573.63
65,5.00,725560.75,4162572.25
65,6.00,725559.25,4162571.25
65,7.00,725557.25,4162570.25
65,8.00,725555.75,4162569.75
65,9.00,725554.25,4162568.25
65,10.00,725553.25,4162567.75
65,11.00,725551.77,4162566.31
65,12.00,725549.75,4162565.25
65,13.00,725548.25,4162564.75
65,14.00,725545.25,4162562.25
65,15.00,725543.75,4162561.25
65,16.00,725541.75,4162560.25
65,17.00,725539.25,4162558.25
65,18.00,725537.25,4162557.25
65,19.00,725535.70,4162556.25
65,20.00,725534.25,4162555.25
65,21.00,725532.99,4162554.49
65,22.00,725531.25,4162553.25
65,23.00,725528.75,4162551.25
65,24.00,725527.80,4162549.28
65,25.00,725526.75,4162550.25
65,26.00,725524.77,4162549.94
65,27.00,725525.25,4162548.75
65,28.00,725524.25,4162547.75
65,29.00,725522.25,4162547.25
65,30.00,725519.25,4162545.25
65,31.00,725515.75,4162543.25
65,32.00,725514.25,4162542.25
65,33.00,725511.75,4162540.25
65,34.00,725509.75,4162539.25
65,35.00,725505.25,4162536.25
65,36.00,725504.25,4162534.75
65,37.00,725502.75,4162534.25
65,38.00,725500.75,4162533.25
65,39.00,725499.75,4162532.25
65,40.00,725497.25,4162531.25
65,41.00,725496.25,4162529.75
65,42.00,725493.75,4162528.75
65,43.00,725490.75,4162526.25
65,44.00,725489.63,4162527.40
65,45.00,725487.25,4162524.75
65,46.00,725484.25,4162522.75
65,47.00,725481.25,4162521.25
65,48.00,725478.25,4162519.25
65,49.00,725474.75,4162516.75
65,50.00,725469.25,4162512.75
65,51.00,725466.25,4162510.75
65,52.00,725463.25,4162508.75
65,53.00,725459.75,4162506.75
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
