row no.,tree no.,X,Y
18,14.00,725464.75,4162680.25
18,15.00,725463.22,4162679.72
18,16.00,725461.75,4162678.25
18,17.00,725459.75,4162677.25
18,18.00,725457.25,4162675.75
18,19.00,725455.75,4162674.25
18,20.00,725451.75,4162672.25
18,21.00,725448.25,4162670.75
18,22.00,725448.75,4162669.75
18,23.00,725445.25,4162668.25
18,24.00,725442.25,4162666.25
18,25.00,725440.91,4162666.56
18,26.00,725439.75,4162664.25
18,27.00,725437.86,4162662.93
18,28.00,725436.25,4162662.25
18,29.00,725433.25,4162660.25
18,30.00,725431.41,4162659.42
18,31.00,725430.25,4162657.75
18,32.00,725427.25,4162655.75
18,33.00,725423.75,4162653.75
18,34.00,725421.25,4162651.75
18,35.00,725418.25,4162650.25
18,36.00,725414.75,4162648.25
18,37.00,725412.25,4162645.75
18,38.00,725408.75,4162644.25
18,39.00,725405.75,4162641.75
18,40.00,725402.75,4162640.25
18,41.00,725399.75,4162638.25
18,42.00,725396.75,4162635.75
18,43.00,725393.75,4162633.75
18,44.00,725390.25,4162632.25
18,45.00,725387.75,4162630.25
18,46.00,725384.75,4162627.75
18,47.00,725381.25,4162625.75
18,48.00,725377.66,4162624.54
19,1.00,725505.25,4162704.25
19,2.00,725504.50,4162703.33
19,3.00,725501.75,4162700.25
19,4.00,725499.66,4162700.51
19,5.00,725496.25,4162696.75
19,6.00,725492.75,4162696.75
19,7.00,725491.04,4162694.07
19,8.00,725487.75,4162692.25
19,9.00,725486.25,4162691.25
19,10.00,725485.25,4162689.87
19,11.00,725482.75,4162689.25
19,12.00,725479.75,4162687.25
19,13.00,725476.75,4162685.25
19,14.00,725475.75,4162683.84
19,15.00,725474.25,4162683.25
19,16.00,725472.25,4162681.75
19,17.00,725469.25,4162680.25
19,18.00,725467.75,4162678.75
19,19.00,725466.61,4162679.71
19,20.00,725465.07,4162677.20
19,21.00,725463.25,4162676.25
19,22.00,725460.25,4162673.75
19,23.00,725458.75,4162672.75
19,24.00,725455.25,4162671.25
19,25.00,725453.25,4162669.25
19,26.00,725450.25,4162667.25
19,27.00,725447.75,4162665.25
19,28.00,725443.75,4162663.25
19,29.00,725440.75,4162661.75
19,30.00,725438.25,4162659.75
19,31.00,725434.75,4162657.75
19,32.00,725432.25,4162655.75
19,33.00,725426.25,4162651.75
19,34.00,725422.75,4162649.25
19,35.00,725418.01,4162645.37
19,36.00,725416.75,4162645.75
19,37.00,725413.75,4162643.25
19,38.00,725411.25,4162642.25
19,39.00,725407.25,4162639.75
19,40.00,725404.25,4162637.25
19,41.00,725401.75,4162635.75
19,42.00,725398.25,4162633.25
19,43.00,725395.25,4162631.25
19,44.00,725392.25,4162629.75
19,45.00,725389.25,4162627.25
19,46.00,725385.75,4162625.75
19,47.00,725383.25,4162623.25
19,48.00,725377.75,4162621.25
20,1.00,725495.25,4162693.25
20,2.00,725492.75,4162691.25
20,3.00,725489.75,4162689.75
20,4.00,725487.75,4162688.75
20,5.00,725484.75,4162686.75
20,6.00,725482.75,4162684.75
20,7.00,725480.25,4162683.75
20,8.00,725477.25,4162681.75
20,9.00,725475.75,4162680.25
20,10.00,725472.75,4162678.75
20,11.00,725471.25,4162677.75
20,12.00,725469.64,4162676.69
20,13.00,725468.25,4162675.75
20,14.00,725466.75,4162674.75
20,15.00,725463.75,4162672.75
20,16.00,725462.25,4162671.25
20,17.00,725460.25,4162670.25
20,18.00,725458.25,4162669.75
20,19.00,725456.75,4162668.75
20,20.00,725454.75,4162667.25
20,21.00,725451.75,4162664.75
20,22.00,725448.75,4162663.25
20,23.00,725445.75,4162661.25
20,24.00,725442.25,4162659.25
20,25.00,725439.75,4162656.75
20,26.00,725436.75,4162654.75
20,27.00,725433.75,4162653.25
20,28.00,725430.75,4162651.25
20,29.00,725427.75,4162648.75
20,30.00,725424.25,4162646.75
20,31.00,725421.25,4162645.25
20,32.00,725418.75,4162642.75
20,33.00,725417.37,4162644.11
20,34.00,725415.25,4162641.25
20,35.00,725412.25,4162639.25
20,36.00,725408.75,4162636.75
20,37.00,725406.25,4162635.25
20,38.00,725403.25,4162633.25
20,39.00,725400.25,4162631.25
20,40.00,725399.01,4162631.63
20,41.00,725396.75,4162629.25
20,42.00,725393.75,4162627.25
20,43.00,725390.75,4162624.75
20,44.00,725387.75,4162623.25
20,45.00,725384.75,4162620.25
20,46.00,725379.75,4162618.25
20,47.00,725380.13,4162616.80
21,1.00,725497.25,4162690.75
21,2.00,725494.25,4162688.75
21,3.00,725492.15,4162688.01
21,4.00,725491.25,4162686.75
21,5.00,725490.79,4162684.99
21,6.00,725488.25,4162684.75
21,7.00,725486.13,4162684.23
21,8.00,725483.75,4162681.75
21,9.00,725481.71,4162681.09
21,10.00,725480.25,4162679.75
21,11.00,725477.75,4162677.75
21,12.00,725475.75,4162676.75
21,13.00,725472.75,4162675.25
21,14.00,725472.44,4162673.13
21,15.00,725470.75,4162673.75
21,16.00,725468.25,4162672.25
21,17.00,725466.25,4162671.25
21,18.00,725463.75,4162669.25
21,19.00,725462.25,4162667.75
21,20.00,725460.25,4162666.75
21,21.00,725458.75,4162665.75
21,22.00,725456.75,4162663.75
21,23.00,725453.75,4162662.25
21,24.00,725450.75,4162660.75
21,25.00,725447.75,4162658.25
21,26.00,725444.75,4162655.75
21,27.00,725441.75,4162654.75
21,28.00,725438.25,4162652.75
21,29.00,725435.75,4162650.25
21,30.00,725432.25,4162647.75
21,31.00,725429.25,4162646.75
21,32.00,725426.25,4162644.25
21,33.00,725424.54,4162641.80
21,34.00,725423.25,4162642.25
21,35.00,725420.25,4162640.25
21,36.00,725417.75,4162638.25
21,37.00,725414.25,4162636.75
21,38.00,725411.25,4162634.25
21,39.00,725409.59,4162634.29
21,40.00,725407.75,4162632.75
21,41.00,725404.75,4162630.75
21,42.00,725402.25,4162627.75
21,43.00,725398.25,4162626.25
21,44.00,725395.75,4162624.25
21,45.00,725393.25,4162622.75
21,46.00,725389.75,4162620.25
21,47.00,725386.25,4162618.25
21,48.00,725385.25,4162616.75
21,49.00,725380.84,4162615.60
22,1.00,725495.75,4162686.75
22,2.00,725492.75,4162684.25
22,3.00,725491.25,4162683.75
22,4.00,725488.25,4162681.75
22,5.00,725486.75,4162680.25
22,6.00,725485.25,4162679.75
22,7.00,725483.75,4162678.25
22,8.00,725481.75,4162677.25
22,9.00,725480.57,4162676.40
22,10.00,725478.75,4162675.25
22,11.00,725477.75,4162674.75
22,12.00,725476.00,4162673.31
22,13.00,725474.25,4162672.75
22,14.00,725472.75,4162671.25
22,15.00,725471.13,4162670.39
22,16.00,725470.25,4162669.75
22,17.00,725468.25,4162668.25
22,18.00,725467.25,4162667.15
22,19.00,725465.25,4162666.75
22,20.00,725463.75,4162665.75
22,21.00,725460.75,4162663.25
22,22.00,725458.25,4162661.75
22,23.00,725455.25,4162659.75
22,24.00,725452.25,4162657.75
22,25.00,725449.25,4162655.75
22,26.00,725443.75,4162652.25
22,27.00,725440.25,4162649.75
22,28.00,725437.09,4162646.94
22,29.00,725433.75,4162645.75
22,30.00,725430.75,4162643.75
22,31.00,725427.75,4162642.25
22,32.00,725425.25,4162639.75
22,33.00,725421.75,4162637.75
22,34.00,725415.75,4162633.75
22,35.00,725412.75,4162631.75
22,36.00,725409.75,4162630.25
22,37.00,725406.75,4162628.25
22,38.00,725403.25,4162625.25
22,39.00,725400.25,4162624.25
22,40.00,725397.25,4162621.75
22,41.00,725394.25,4162619.75
22,42.00,725391.25,4162617.75
22,43.00,725388.25,4162615.25
22,44.00,725383.75,4162611.75
23,1.00,725505.75,4162688.75
23,2.00,725502.75,4162687.25
23,3.00,725500.75,4162685.25
23,4.00,725497.25,4162684.25
23,5.00,725496.25,4162682.25
23,6.00,725492.75,4162680.75
23,7.00,725491.25,4162679.75
23,8.00,725489.82,4162678.66
23,9.00,725488.25,4162677.75
23,10.00,725485.25,4162675.75
23,11.00,725483.75,4162674.75
23,12.00,725482.25,4162673.75
23,13.00,725480.75,4162672.75
23,14.00,725479.25,4162671.75
23,15.00,725478.32,4162670.97
23,16.00,725476.25,4162669.75
23,17.00,725474.25,4162668.75
23,18.00,725471.75,4162666.75
23,19.00,725468.25,4162664.75
23,20.00,725466.44,4162664.06
23,21.00,725463.75,4162662.25
23,22.00,725462.25,4162660.75
23,23.00,725459.75,4162659.25
23,24.00,725457.25,4162657.75
23,25.00,725454.25,4162655.25
23,26.00,725453.66,4162654.24
23,27.00,725450.75,4162653.25
23,28.00,725444.75,4162649.25
23,29.00,725441.25,4162647.25
23,30.00,725438.25,4162644.75
23,31.00,725435.75,4162643.25
23,32.00,725432.25,4162641.25
23,33.00,725429.25,4162639.25
23,34.00,725426.75,4162637.25
23,35.00,725423.25,4162635.75
23,36.00,725416.75,4162631.25
23,37.00,725411.25,4162627.25
23,38.00,725408.25,4162625.25
23,39.00,725405.25,4162623.75
23,40.00,725402.25,4162621.25
23,41.00,725398.75,4162619.25
23,42.00,725395.75,4162617.25
23,43.00,725392.75,4162615.25
23,44.00,725389.75,4162613.25
23,45.00,725381.24,4162608.09
24,1.00,725505.25,4162684.25
24,2.00,725502.25,4162682.25
24,3.00,725499.25,4162681.25
24,4.00,725498.25,4162680.25
24,5.00,725495.75,4162679.75
24,6.00,725493.25,4162677.25
24,7.00,725491.75,4162676.25
24,8.00,725490.14,4162675.54
24,9.00,725488.25,4162674.75
24,10.00,725486.75,4162672.75
24,11.00,725484.25,4162671.25
24,12.00,725480.75,4162669.25
24,13.00,725477.75,4162667.25
24,14.00,725476.16,4162666.52
24,15.00,725474.75,4162665.25
24,16.00,725471.75,4162663.25
24,17.00,725468.75,4162661.25
24,18.00,725465.25,4162659.25
24,19.00,725461.75,4162656.75
24,20.00,725458.75,4162654.75
24,21.00,725455.25,4162652.75
24,22.00,725452.25,4162650.75
24,23.00,725450.45,4162647.75
24,24.00,725449.25,4162649.25
24,25.00,725446.75,4162647.25
24,26.00,725443.25,4162644.75
24,27.00,725440.25,4162642.75
24,28.00,725437.25,4162640.75
24,29.00,725433.75,4162638.75
24,30.00,725430.25,4162635.75
24,31.00,725424.75,4162632.75
24,32.00,725421.75,4162630.75
24,33.00,725418.75,4162628.75
24,34.00,725413.25,4162625.25
24,35.00,725409.75,4162622.75
24,36.00,725406.75,4162620.75
24,37.00,725403.75,4162618.75
24,38.00,725400.25,4162616.75
24,39.00,725397.25,4162614.75
24,40.00,725394.25,4162612.75
24,41.00,725391.25,4162610.75
25,1.00,725509.25,4162683.75
25,2.00,725500.75,4162678.75
25,3.00,725499.50,4162678.79
25,4.00,725495.25,4162675.25
25,5.00,725492.75,4162673.75
25,6.00,725491.25,4162672.75
25,7.00,725488.75,4162670.75
25,8.00,725486.75,4162669.75
25,9.00,725484.25,4162668.25
25,10.00,725482.25,4162666.75
25,11.00,725479.25,4162664.75
25,12.00,725477.68,4162663.70
25,13.00,725476.25,4162662.75
25,14.00,725474.75,4162661.25
25,15.00,725470.25,4162658.75
25,16.00,725468.75,4162657.75
25,17.00,725465.75,4162655.75
25,18.00,725464.88,4162654.12
25,19.00,725463.25,4162654.25
25,20.00,725460.25,4162652.25
25,21.00,725456.75,4162650.25
25,22.00,725453.75,4162648.25
25,23.00,725451.25,4162646.25
25,24.00,725448.25,4162644.75
25,25.00,725444.75,4162642.25
25,26.00,725441.75,4162640.25
25,27.00,725438.75,4162638.25
25,28.00,725435.75,4162636.25
25,29.00,725432.75,4162634.25
25,30.00,725429.25,4162632.25
25,31.00,725426.75,4162630.25
25,32.00,725420.25,4162626.75
25,33.00,725417.25,4162624.75
25,34.00,725414.25,4162622.75
25,35.00,725411.75,4162620.25
25,36.00,725405.25,4162616.25
25,37.00,725402.75,4162614.75
25,38.00,725399.25,4162612.25
25,39.00,725392.75,4162608.25
25,40.00,725389.25,4162604.75
25,41.00,725385.78,4162603.90
26,1.00,725512.75,4162681.75
26,2.00,725510.10,4162679.73
26,3.00,725507.75,4162679.25
26,4.00,725502.25,4162676.25
26,5.00,725499.25,4162674.75
26,6.00,725497.75,4162673.25
26,7.00,725496.25,4162672.25
26,8.00,725494.25,4162671.25
26,9.00,725492.33,4162670.61
26,10.00,725489.75,4162668.75
26,11.00,725486.75,4162666.25
26,12.00,725483.75,4162664.25
26,13.00,725480.75,4162662.25
26,14.00,725479.29,4162660.67
26,15.00,725477.75,4162660.25
26,16.00,725476.39,4162659.17
26,17.00,725474.75,4162658.25
26,18.00,725472.48,4162657.22
26,19.00,725470.75,4162654.75
26,20.00,725468.75,4162654.25
26,21.00,725467.25,4162652.75
26,22.00,725461.75,4162649.75
26,23.00,725459.25,4162647.75
26,24.00,725455.75,4162645.75
26,25.00,725452.75,4162644.25
26,26.00,725449.75,4162641.75
26,27.00,725443.25,4162637.75
26,28.00,725440.75,4162635.75
26,29.00,725437.25,4162633.75
26,30.00,725434.75,4162632.25
26,31.00,725431.75,4162629.75
26,32.00,725428.75,4162627.75
26,33.00,725425.25,4162626.25
26,34.00,725422.25,4162623.75
26,35.00,725419.25,4162622.25
26,36.00,725416.25,4162619.25
26,37.00,725412.75,4162617.75
26,38.00,725409.75,4162615.75
26,39.00,725408.86,4162616.55
26,40.00,725407.25,4162613.75
26,41.00,725403.75,4162611.75
26,42.00,725397.75,4162608.25
26,43.00,725394.75,4162605.75
26,44.00,725386.25,4162600.75
27,1.00,725508.25,4162675.25
27,2.00,725501.75,4162671.75
27,3.00,725500.30,4162669.81
27,4.00,725498.75,4162669.75
27,5.00,725496.75,4162668.75
27,6.00,725494.75,4162667.75
27,7.00,725492.25,4162665.75
27,8.00,725490.61,4162664.51
27,9.00,725489.25,4162663.75
27,10.00,725486.25,4162661.75
27,11.00,725482.75,4162659.75
27,12.00,725480.75,4162659.25
27,13.00,725480.25,4162657.25
27,14.00,725476.75,4162655.75
27,15.00,725475.75,4162654.75
27,16.00,725473.75,4162653.25
27,17.00,725472.25,4162652.75
27,18.00,725470.25,4162651.75
27,19.00,725468.25,4162649.25
27,20.00,725466.75,4162648.25
27,21.00,725464.75,4162648.25
27,22.00,725463.53,4162646.49
27,23.00,725461.25,4162645.75
27,24.00,725460.75,4162644.25
27,25.00,725458.75,4162643.75
27,26.00,725457.25,4162642.75
27,27.00,725452.80,4162639.77
27,28.00,725451.25,4162638.75
27,29.00,725449.25,4162637.75
27,30.00,725446.25,4162635.75
27,31.00,725444.88,4162635.22
27,32.00,725443.25,4162634.25
27,33.00,725441.25,4162632.71
27,34.00,725440.25,4162631.75
27,35.00,725437.25,4162629.75
27,36.00,725433.75,4162628.25
27,37.00,725429.75,4162625.25
27,38.00,725426.75,4162623.75
27,39.00,725421.66,4162620.76
27,40.00,725420.75,4162619.25
27,41.00,725417.75,4162617.25
27,42.00,725413.75,4162615.75
27,43.00,725411.25,4162613.75
27,44.00,725408.75,4162611.25
27,45.00,725399.75,4162605.25
27,46.00,725396.25,4162603.75
28,1.00,725512.25,4162673.25
28,2.00,725506.25,4162671.25
28,3.00,725501.25,4162668.25
28,4.00,725496.56,4162666.05
28,5.00,725495.25,4162664.25
28,6.00,725492.25,4162662.25
28,7.00,725488.25,4162659.25
28,8.00,725486.25,4162658.25
28,9.00,725484.75,4162657.25
28,10.00,725482.75,4162656.25
28,11.00,725478.25,4162653.25
28,12.00,725477.25,4162651.75
28,13.00,725474.25,4162650.25
28,14.00,725472.75,4162648.75
28,15.00,725470.75,4162647.75
28,16.00,725466.25,4162645.25
28,17.00,725464.75,4162644.25
28,18.00,725460.74,4162642.66
28,19.00,725460.25,4162641.25
28,20.00,725458.75,4162640.25
28,21.00,725457.25,4162639.25
28,22.00,725455.75,4162638.25
28,23.00,725453.81,4162637.48
28,24.00,725452.25,4162635.75
28,25.00,725449.75,4162634.25
28,26.00,725448.25,4162633.25
28,27.00,725446.25,4162632.25
28,28.00,725444.75,4162631.25
28,29.00,725443.25,4162630.25
28,30.00,725441.75,4162629.25
28,31.00,725440.25,4162628.25
28,32.00,725436.75,4162626.25
28,33.00,725434.25,4162624.25
28,34.00,725431.25,4162623.25
28,35.00,725428.75,4162621.25
28,36.00,725425.25,4162618.75
28,37.00,725421.75,4162617.25
28,38.00,725419.25,4162615.25
28,39.00,725416.25,4162613.25
28,40.00,725412.75,4162611.25
28,41.00,725410.25,4162608.75
28,42.00,725407.25,4162606.75
28,43.00,725404.25,4162604.75
28,44.00,725401.75,4162602.25
28,45.00,725397.75,4162600.75
28,46.00,725393.75,4162597.25
29,1.00,725511.75,4162669.25
29,2.00,725508.25,4162669.25
29,3.00,725506.25,4162667.75
29,4.00,725503.75,4162665.75
29,5.00,725501.75,4162664.75
29,6.00,725501.42,4162662.91
29,7.00,725498.75,4162662.75
29,8.00,725495.75,4162660.75
29,9.00,725494.25,4162659.75
29,10.00,725492.75,4162658.75
29,11.00,725490.75,4162657.75
29,12.00,725489.25,4162656.75
29,13.00,725488.25,4162655.75
29,14.00,725484.75,4162653.75
29,15.00,725482.25,4162651.25
29,16.00,725480.55,4162650.05
29,17.00,725479.25,4162649.75
29,18.00,725475.75,4162647.75
29,19.00,725474.25,4162646.25
29,20.00,725470.75,4162644.75
29,21.00,725468.25,4162642.25
29,22.00,725465.75,4162641.75
29,23.00,725462.25,4162638.75
29,24.00,725460.25,4162637.75
29,25.00,725457.25,4162635.75
29,26.00,725454.15,4162633.73
29,27.00,725452.75,4162632.75
29,28.00,725449.75,4162630.25
29,29.00,725446.75,4162628.75
29,30.00,725443.25,4162626.25
29,31.00,725440.75,4162624.75
29,32.00,725437.75,4162622.75
29,33.00,725435.25,4162621.75
29,34.00,725433.25,4162620.75
29,35.00,725430.25,4162618.75
29,36.00,725427.25,4162616.75
29,37.00,725424.25,4162614.75
29,38.00,725421.25,4162612.25
29,39.00,725418.25,4162610.25
29,40.00,725414.75,4162608.25
29,41.00,725411.75,4162606.75
29,42.00,725408.75,4162604.25
29,43.00,725405.75,4162602.25
29,44.00,725404.93,4162600.21
29,45.00,725402.75,4162600.25
29,46.00,725395.25,4162596.25
30,1.00,725509.25,4162666.25
30,2.00,725508.25,4162664.75
30,3.00,725506.25,4162663.75
30,4.00,725504.75,4162663.25
30,5.00,725502.25,4162661.25
30,6.00,725500.25,4162660.25
30,7.00,725498.25,4162659.25
30,8.00,725495.75,4162656.75
30,9.00,725492.75,4162655.25
30,10.00,725489.75,4162652.75
30,11.00,725487.75,4162652.25
30,12.00,725485.25,4162649.75
30,13.00,725480.25,4162647.25
30,14.00,725479.25,4162646.25
30,15.00,725477.25,4162644.75
30,16.00,725475.25,4162643.75
30,17.00,725472.75,4162642.25
30,18.00,725469.75,4162640.25
30,19.00,725467.75,4162639.75
30,20.00,725465.25,4162637.25
30,21.00,725463.25,4162635.75
30,22.00,725460.75,4162634.25
30,23.00,725458.75,4162633.25
30,24.00,725456.84,4162632.27
30,25.00,725455.75,4162631.25
30,26.00,725452.75,4162629.75
30,27.00,725450.75,4162628.25
30,28.00,725448.25,4162626.25
30,29.00,725444.75,4162624.75
30,30.00,725442.25,4162622.25
30,31.00,725440.25,4162621.75
30,32.00,725438.75,4162620.75
30,33.00,725434.75,4162618.25
30,34.00,725431.75,4162616.25
30,35.00,725428.75,4162613.75
30,36.00,725425.75,4162611.75
30,37.00,725422.25,4162610.25
30,38.00,725419.75,4162607.75
30,39.00,725416.75,4162605.75
30,40.00,725414.25,4162604.25
30,41.00,725410.75,4162601.75
30,42.00,725404.75,4162598.25
30,43.00,725400.40,4162596.00
31,1.00,725515.25,4162666.75
31,2.00,725513.72,4162664.92
31,3.00,725511.75,4162663.75
31,4.00,725509.25,4162662.75
31,5.00,725508.25,4162661.25
31,6.00,725503.25,4162659.25
31,7.00,725501.75,4162657.75
31,8.00,725500.38,4162656.64
31,9.00,725498.56,4162655.69
31,10.00,725497.25,4162654.75
31,11.00,725494.75,4162652.75
31,12.00,725491.25,4162650.75
31,13.00,725488.25,4162648.75
31,14.00,725486.75,4162646.75
31,15.00,725484.75,4162646.75
31,16.00,725482.25,4162644.75
31,17.00,725480.25,4162643.25
31,18.00,725477.75,4162641.25
31,19.00,725473.25,4162638.25
31,20.00,725469.75,4162636.75
31,21.00,725466.25,4162634.75
31,22.00,725462.25,4162631.75
31,23.00,725459.25,4162629.75
31,24.00,725457.75,4162628.75
31,25.00,725455.75,4162627.75
31,26.00,725454.42,4162626.81
31,27.00,725452.75,4162625.75
31,28.00,725449.75,4162623.75
31,29.00,725447.75,4162622.75
31,30.00,725446.91,4162621.74
31,31.00,725445.75,4162621.25
31,32.00,725443.73,4162619.59
31,33.00,725442.25,4162618.75
31,34.00,725440.25,4162617.75
31,35.00,725438.65,4162616.80
31,36.00,725436.75,4162615.25
31,37.00,725433.75,4162613.75
31,38.00,725430.25,4162611.25
31,39.00,725424.25,4162607.75
31,40.00,725421.25,4162605.25
31,41.00,725419.41,4162602.34
31,42.00,725418.25,4162603.25
31,43.00,725415.25,4162601.25
31,44.00,725412.25,4162599.25
31,45.00,725409.25,4162597.25
31,46.00,725406.25,4162595.25
31,47.00,725402.75,4162593.25
31,48.00,725399.25,4162591.25
31,49.00,725396.75,4162588.25
32,1.00,725517.74,4162663.87
32,2.00,725511.25,4162660.25
32,3.00,725506.75,4162657.75
32,4.00,725503.25,4162655.25
32,5.00,725501.75,4162653.75
32,6.00,725500.33,4162652.29
32,7.00,725498.75,4162652.25
32,8.00,725497.25,4162651.25
32,9.00,725494.49,4162649.14
32,10.00,725493.25,4162648.25
32,11.00,725490.25,4162646.25
32,12.00,725488.75,4162644.25
32,13.00,725486.75,4162644.25
32,14.00,725485.25,4162643.25
32,15.00,725482.25,4162641.25
32,16.00,725479.25,4162639.25
32,17.00,725475.75,4162636.75
32,18.00,725474.25,4162636.25
32,19.00,725472.25,4162634.75
32,20.00,725471.25,4162633.75
32,21.00,725469.66,4162633.10
32,22.00,725468.25,4162632.25
32,23.00,725466.81,4162631.05
32,24.00,725465.25,4162629.75
32,25.00,725463.75,4162629.25
32,26.00,725462.25,4162628.25
32,27.00,725458.75,4162626.25
32,28.00,725457.25,4162625.25
32,29.00,725454.25,4162623.25
32,30.00,725453.25,4162621.75
32,31.00,725449.75,4162620.25
32,32.00,725446.25,4162618.25
32,33.00,725443.75,4162616.25
32,34.00,725440.25,4162614.25
32,35.00,725438.25,4162612.75
32,36.00,725432.25,4162608.25
32,37.00,725428.75,4162607.25
32,38.00,725425.75,4162604.75
32,39.00,725422.75,4162602.75
32,40.00,725420.25,4162600.75
32,41.00,725416.75,4162598.75
32,42.00,725413.75,4162596.75
32,43.00,725407.75,4162592.75
32,44.00,725404.25,4162590.75
32,45.00,725398.75,4162585.25
33,1.00,725517.25,4162660.25
33,2.00,725514.75,4162658.75
33,3.00,725512.75,4162657.75
33,4.00,725508.75,4162654.75
33,5.00,725507.25,4162653.25
33,6.00,725504.25,4162651.75
33,7.00,725502.25,4162650.75
33,8.00,725500.75,4162649.75
33,9.00,725499.25,4162648.75
33,10.00,725497.69,4162647.88
33,11.00,725495.25,4162645.25
33,12.00,725493.25,4162644.75
33,13.00,725491.75,4162643.75
33,14.00,725490.25,4162642.75
33,15.00,725485.75,4162639.75
33,16.00,725483.75,4162638.25
33,17.00,725480.75,4162636.75
33,18.00,725477.25,4162634.25
33,19.00,725474.25,4162632.25
33,20.00,725472.75,4162631.25
33,21.00,725471.25,4162630.25
33,22.00,725469.75,4162629.75
33,23.00,725467.95,4162628.65
33,24.00,725466.71,4162627.52
33,25.00,725465.75,4162626.75
33,26.00,725463.75,4162625.25
33,27.00,725461.75,4162624.75
33,28.00,725460.45,4162623.90
33,29.00,725458.75,4162622.75
33,30.00,725457.25,4162621.75
33,31.00,725455.25,4162620.75
33,32.00,725451.25,4162617.75
33,33.00,725449.75,4162616.75
33,34.00,725448.22,4162615.79
33,35.00,725447.10,4162615.86
33,36.00,725446.75,4162614.75
33,37.00,725445.25,4162613.25
33,38.00,725441.75,4162611.75
33,39.00,725439.75,4162610.75
33,40.00,725436.75,4162608.75
33,41.00,725434.46,4162606.20
33,42.00,725433.25,4162606.75
33,43.00,725430.75,4162604.25
33,44.00,725427.75,4162602.25
33,45.00,725421.75,4162597.75
33,46.00,725419.63,4162595.66
33,47.00,725418.75,4162596.75
33,48.00,725415.25,4162594.25
33,49.00,725412.75,4162592.25
33,50.00,725409.75,4162590.25
33,51.00,725406.25,4162588.75
33,52.00,725404.36,4162586.87
33,53.00,725402.75,4162587.25
34,1.00,725521.25,4162658.75
34,2.00,725516.25,4162655.75
34,3.00,725512.75,4162654.25
34,4.00,725510.25,4162652.25
34,5.00,725508.75,4162651.25
34,6.00,725507.25,4162649.75
34,7.00,725505.75,4162648.75
34,8.00,725503.75,4162647.75
34,9.00,725500.75,4162646.25
34,10.00,725499.25,4162644.75
34,11.00,725496.75,4162642.75
34,12.00,725493.75,4162640.75
34,13.00,725491.75,4162639.75
34,14.00,725490.04,4162639.21
34,15.00,725487.25,4162636.75
34,16.00,725483.75,4162635.25
34,17.00,725482.25,4162633.75
34,18.00,725479.25,4162631.75
34,19.00,725476.25,4162629.75
34,20.00,725474.75,4162628.75
34,21.00,725471.75,4162626.75
34,22.00,725470.25,4162625.75
34,23.00,725466.91,4162624.04
34,24.00,725463.75,4162621.75
34,25.00,725462.17,4162620.68
34,26.00,725460.75,4162620.25
34,27.00,725459.25,4162618.75
34,28.00,725457.75,4162618.25
34,29.00,725456.25,4162616.75
34,30.00,725454.75,4162616.25
34,31.00,725453.25,4162615.25
34,32.00,725451.75,4162614.25
34,33.00,725450.25,4162613.25
34,34.00,725448.25,4162611.75
34,35.00,725445.39,4162610.23
34,36.00,725443.75,4162609.25
34,37.00,725441.25,4162607.75
34,38.00,725438.25,4162605.75
34,39.00,725435.25,4162603.75
34,40.00,725432.25,4162601.75
34,41.00,725429.75,4162599.25
34,42.00,725426.75,4162597.75
34,43.00,725423.75,4162595.75
34,44.00,725420.25,4162594.25
34,45.00,725417.25,4162591.75
34,46.00,725413.75,4162589.75
34,47.00,725411.25,4162587.25
34,48.00,725407.75,4162585.75
34,49.00,725404.75,4162583.25
35,1.00,725526.25,4162657.75
35,2.00,725522.75,4162657.25
35,3.00,725518.74,4162655.44
35,4.00,725518.25,4162652.25
35,5.00,725516.95,4162654.02
35,6.00,725512.25,4162649.75
35,7.00,725510.25,4162648.25
35,8.00,725508.76,4162647.42
35,9.00,725507.15,4162646.27
35,10.00,725505.78,4162645.41
35,11.00,725504.25,4162644.25
35,12.00,725499.75,4162641.25
35,13.00,725496.75,4162639.25
35,14.00,725492.25,4162636.25
35,15.00,725490.25,4162635.25
35,16.00,725486.25,4162632.25
35,17.00,725484.44,4162631.01
35,18.00,725482.75,4162630.75
35,19.00,725481.25,4162629.25
35,20.00,725479.25,4162628.25
35,21.00,725476.75,4162626.75
35,22.00,725474.75,4162625.25
35,23.00,725473.41,4162624.45
35,24.00,725471.75,4162623.75
35,25.00,725470.25,4162622.25
35,26.00,725467.75,4162620.25
35,27.00,725465.75,4162619.25
35,28.00,725464.25,4162617.75
35,29.00,725462.25,4162617.25
35,30.00,725461.04,4162616.35
35,31.00,725459.25,4162615.25
35,32.00,725456.25,4162613.25
35,33.00,725454.92,4162612.42
35,34.00,725453.25,4162611.75
35,35.00,725451.75,4162610.75
35,36.00,725448.75,4162608.25
35,37.00,725447.25,4162607.75
35,38.00,725443.25,4162605.25
35,39.00,725440.25,4162603.25
35,40.00,725437.25,4162601.25
35,41.00,725433.75,4162599.25
35,42.00,725431.25,4162596.75
35,43.00,725428.25,4162595.25
35,44.00,725424.75,4162593.25
35,45.00,725422.25,4162591.25
35,46.00,725418.75,4162589.25
35,47.00,725415.47,4162589.10
35,48.00,725415.75,4162587.25
35,49.00,725412.75,4162584.75
35,50.00,725409.75,4162582.75
35,51.00,725403.75,4162578.75
