ROW,TREE #,DBH,HT,HTLC,DIST from Tree 1,Dist from Tree 1 Ft,Tree,CuFT,CuMe,status
13,36,6.2,53.78674,,,0.0,756,5.140288239728002,0.1455565140267299,Alive
13,37,7.9,58.00988,,,0.0,757,8.836033933704002,0.25020820569390945,Alive
13,38,8.7,59.867239999999995,,,0.0,758,11.004106321527997,0.311601077885444,Alive
13,39,9.5,61.6414,,,0.0,759,13.459754513,0.3811371765937184,Alive
13,40,,0.0,,,0.0,760,0.0,0.0,Dead
13,41,8.1,58.48202,,,0.0,761,9.351562690636001,0.2648063303982015,Alive
13,42,8.9,60.31858,,,0.0,762,11.590736637884003,0.32821257122763375,Alive
13,43,8.0,58.2466,,,0.0,763,9.091612112000002,0.25744536185308164,Alive
13,44,9.2,60.98584,,,0.0,764,12.504672764288,0.3540923177317904,Alive
13,45,7.7,57.53254,,2546.0,212.16666666666666,765,8.337918225908002,0.2361031628193917,Alive
13,46,9.6,61.85732,,,0.0,766,13.787324054656,0.390412897790883,Alive
13,47,,0.0,,,0.0,767,0.0,0.0,Dead
13,48,9.0,60.5423,,,0.0,768,11.890834594000001,0.33671038503137923,Alive
13,49,11.7,66.09134,,,0.0,769,21.751929607588,0.6159450403121479,Alive
13,50,10.5,58.0,50.0,,0.0,770,15.438400000000003,0.4371660851200001,Alive
13,51,,0.0,,,0.0,771,0.0,0.0,Dead
13,52,,0.0,,,0.0,772,0.0,0.0,Dead
13,53,12.1,66.83282,,,0.0,773,23.507773759356002,0.6656649279889321,Alive
13,54,6.9,55.57118,,,0.0,774,6.516360433924001,0.18452247513533915,Alive
13,55,9.3,61.20566,,,0.0,775,12.818442529492003,0.3629772734191192,Alive
13,56,8.1,58.48202,,,0.0,776,9.351562690636001,0.2648063303982015,Alive
13,57,9.0,60.5423,,,0.0,777,11.890834594000001,0.33671038503137923,Alive
13,58,7.2,56.31644,,,0.0,778,7.167767314048001,0.20296823347843443,Alive
13,59,9.7,62.07194,,,0.0,779,14.119520226348,0.39981963034545104,Alive
13,60,8.7,66.0,53.0,3770.0,314.1666666666667,780,12.108875199999998,0.34288459726335996,Alive
14,1,5.0,50.5795,,,0.0,781,3.22897025,0.0914341047752,Alive
14,2,10.0,62.708,,,0.0,782,15.143994000000001,0.4288294492992,Alive
14,3,11.0,64.74369999999999,,,0.0,783,18.864380725999997,0.5341788961419967,Alive
14,4,10.9,64.54598,,,0.0,784,18.471014763444,0.523040030853491,Alive
14,5,,0.0,,,0.0,785,0.0,0.0,Dead
14,6,8.2,58.71614,,,0.0,786,9.615904343568001,0.27229164011594637,Alive
14,7,10.2,63.12554,,,0.0,787,15.850333212208001,0.44883071550345155,Alive
14,8,11.0,64.74369999999999,,,0.0,788,18.864380725999997,0.5341788961419967,Alive
14,9,9.7,62.07194,,,0.0,789,14.119520226348,0.39981963034545104,Alive
14,10,9.3,65.0,53.0,,0.0,790,13.599493000000002,0.38509412338240007,Alive
14,11,,0.0,,,0.0,791,0.0,0.0,Dead
14,12,5.5,51.9386,,,0.0,792,3.9588095070000002,0.1121008170478176,Alive
14,13,7.3,56.562259999999995,,,0.0,793,7.393292748252,0.2093543920937022,Alive
14,14,11.6,65.90272,,,0.0,794,21.325020607616,0.6038563435417408,Alive
14,15,9.5,61.6414,,780.0,65.0,795,13.459754513,0.3811371765937184,Alive
14,16,9.5,61.6414,,,0.0,796,13.459754513,0.3811371765937184,Alive
14,17,9.2,60.98584,,,0.0,797,12.504672764288,0.3540923177317904,Alive
14,18,7.4,56.80678,,,0.0,798,7.623049469264002,0.21586036721125487,Alive
14,19,,0.0,,,0.0,799,0.0,0.0,Dead
14,20,12.2,69.0,51.0,,0.0,800,24.6619948,0.69834877435264,Alive
14,21,8.5,59.410700000000006,,,0.0,801,10.435456918500003,0.2954987464697809,Alive
14,22,5.0,50.5795,,,0.0,802,3.22897025,0.0914341047752,Alive
14,23,8.0,58.2466,,,0.0,803,9.091612112000002,0.25744536185308164,Alive
14,24,8.8,60.09356,,,0.0,804,11.295165781632003,0.3198429504053171,Alive
14,25,7.3,56.562259999999995,,,0.0,805,7.393292748252,0.2093543920937022,Alive
14,26,7.6,57.291920000000005,,,0.0,806,8.095341492096,0.22923416596338403,Alive
14,27,7.7,57.53254,,,0.0,807,8.337918225908002,0.2361031628193917,Alive
14,28,8.7,59.867239999999995,,,0.0,808,11.004106321527997,0.311601077885444,Alive
14,29,8.0,58.2466,,,0.0,809,9.091612112000002,0.25744536185308164,Alive
14,30,11.1,71.0,38.0,1692.0,141.0,810,21.0395158,0.59577176100544,Alive
14,31,,0.0,,,0.0,811,0.0,0.0,Dead
14,32,8.8,60.09356,,,0.0,812,11.295165781632003,0.3198429504053171,Alive
14,33,9.0,60.5423,,,0.0,813,11.890834594000001,0.33671038503137923,Alive
14,34,7.4,56.80678,,,0.0,814,7.623049469264002,0.21586036721125487,Alive
14,35,8.0,58.2466,,,0.0,815,9.091612112000002,0.25744536185308164,Alive
14,36,9.0,60.5423,,,0.0,816,11.890834594000001,0.33671038503137923,Alive
14,37,,0.0,,,0.0,817,0.0,0.0,Dead
14,38,5.7,52.47314,,,0.0,818,4.277038518268001,0.12111204431409132,Alive
14,39,6.3,54.045559999999995,,,0.0,819,5.324752497832,0.15077995153060916,Alive
14,40,11.2,66.0,46.0,,0.0,820,19.923605199999997,0.5641727437273599,Alive
14,41,9.3,61.20566,,,0.0,821,12.818442529492003,0.3629772734191192,Alive
14,42,9.0,60.5423,,,0.0,822,11.890834594000001,0.33671038503137923,Alive
14,43,8.5,59.410700000000006,,,0.0,823,10.435456918500003,0.2954987464697809,Alive
14,44,,0.0,,,0.0,824,0.0,0.0,Dead
14,45,4.1,48.05122,,2784.0,232.0,825,2.141913599516,0.06065213901477467,Alive
14,46,9.3,61.20566,,,0.0,826,12.818442529492003,0.3629772734191192,Alive
14,47,9.6,61.85732,,,0.0,827,13.787324054656,0.390412897790883,Alive
14,48,7.9,58.00988,,,0.0,828,8.836033933704002,0.25020820569390945,Alive
14,49,9.5,61.6414,,,0.0,829,13.459754513,0.3811371765937184,Alive
14,50,,0.0,,,0.0,830,0.0,0.0,Dead
14,51,9.7,62.07194,,,0.0,831,14.119520226348,0.39981963034545104,Alive
14,52,6.0,53.2652,,,0.0,832,4.783252336,0.13544639974804482,Alive
14,53,4.1,48.05122,,,0.0,833,2.141913599516,0.06065213901477467,Alive
14,54,5.6,52.20652,,,0.0,834,4.116017591935999,0.1165524469473333,Alive
14,55,7.4,56.80678,,,0.0,835,7.623049469264002,0.21586036721125487,Alive
14,56,4.3,48.62216,,,0.0,836,2.359166497392,0.06680404587334979,Alive
14,57,7.5,57.05,,,0.0,837,7.857058750000001,0.22248676121200003,Alive
14,58,9.4,61.42418,,,0.0,838,13.136798496624003,0.37199209566920255,Alive
14,59,9.8,62.28526,,,0.0,839,14.456355761552004,0.4093577348287158,Alive
14,60,10.5,66.0,43.0,3528.0,294.0,840,17.537560000000003,0.49660757900800007,Alive
15,1,9.2,60.98584,,,0.0,841,12.504672764288,0.3540923177317904,Alive
15,2,8.0,58.2466,,,0.0,842,9.091612112000002,0.25744536185308164,Alive
15,3,10.4,63.53788,,,0.0,843,16.575461899904006,0.46936403952720174,Alive
15,4,5.4,51.66938,,,0.0,844,3.805386307504001,0.1077563629923293,Alive
15,5,9.0,60.5423,,,0.0,845,11.890834594000001,0.33671038503137923,Alive
15,6,9.8,62.28526,,,0.0,846,14.456355761552004,0.4093577348287158,Alive
15,7,11.9,66.46468,,,0.0,847,22.620200736824003,0.6405317002244979,Alive
15,8,10.6,63.94502,,,0.0,848,17.319462624336,0.4904317592407977,Alive
15,9,,0.0,,,0.0,849,0.0,0.0,Dead
15,10,10.2,68.0,50.0,,0.0,850,17.0573236,0.48300882091648,Alive
15,11,9.0,60.5423,,,0.0,851,11.890834594000001,0.33671038503137923,Alive
15,12,9.6,61.85732,,,0.0,852,13.787324054656,0.390412897790883,Alive
15,13,8.4,59.18048,,,0.0,853,10.157833711744003,0.2876373456487126,Alive
15,14,12.0,66.6494,,,0.0,854,23.061572368000004,0.6530299324301825,Alive
15,15,10.5,63.74209999999999,,941.0,78.41666666666667,855,16.945098329500002,0.47983096037678563,Alive
15,16,7.8,57.77186,,,0.0,856,8.584809110512,0.24309432262054617,Alive
15,17,7.5,57.05,,,0.0,857,7.857058750000001,0.22248676121200003,Alive
15,18,7.6,57.291920000000005,,,0.0,858,8.095341492096,0.22923416596338403,Alive
15,19,9.7,62.07194,,,0.0,859,14.119520226348,0.39981963034545104,Alive
15,20,8.0,64.0,49.0,,0.0,860,9.967970000000001,0.28226101289600003,Alive
15,21,14.0,70.07079999999999,,,0.0,861,32.906116784,0.9317959277491711,Alive
15,22,7.4,56.80678,,,0.0,862,7.623049469264002,0.21586036721125487,Alive
15,23,6.4,54.30308,,,0.0,863,5.513214893184002,0.15611660348731274,Alive
15,24,10.7,64.14664,,,0.0,864,17.698564176368,0.5011667020693773,Alive
15,25,11.3,65.32906,,,0.0,865,20.073135057932003,0.5684069508084489,Alive
15,26,7.8,57.77186,,,0.0,866,8.584809110512,0.24309432262054617,Alive
15,27,9.5,61.6414,,,0.0,867,13.459754513,0.3811371765937184,Alive
15,28,10.5,63.74209999999999,,,0.0,868,16.945098329500002,0.47983096037678563,Alive
15,29,6.8,55.32016,,,0.0,869,6.307539992192001,0.17860934845090246,Alive
15,30,,0.0,,1997.0,166.41666666666666,870,0.0,0.0,Dead
15,31,8.5,59.410700000000006,,,0.0,871,10.435456918500003,0.2954987464697809,Alive
15,32,8.0,58.2466,,,0.0,872,9.091612112000002,0.25744536185308164,Alive
15,33,10.6,63.94502,,,0.0,873,17.319462624336,0.4904317592407977,Alive
15,34,8.0,58.2466,,,0.0,874,9.091612112000002,0.25744536185308164,Alive
15,35,7.1,56.069320000000005,,,0.0,875,6.946451522456002,0.1967012784710821,Alive
15,36,7.5,57.05,,,0.0,876,7.857058750000001,0.22248676121200003,Alive
15,37,7.7,57.53254,,,0.0,877,8.337918225908002,0.2361031628193917,Alive
15,38,9.8,62.28526,,,0.0,878,14.456355761552004,0.4093577348287158,Alive
15,39,8.4,59.18048,,,0.0,879,10.157833711744003,0.2876373456487126,Alive
15,40,8.5,58.0,49.0,,0.0,880,10.192880000000002,0.2886297443840001,Alive
15,41,9.2,60.98584,,,0.0,881,12.504672764288,0.3540923177317904,Alive
15,42,6.5,54.5593,,,0.0,882,5.7057004115000005,0.1615671774123632,Alive
15,43,9.0,60.5423,,,0.0,883,11.890834594000001,0.33671038503137923,Alive
15,44,8.8,60.09356,,,0.0,884,11.295165781632003,0.3198429504053171,Alive
15,45,8.4,59.18048,,2897.0,241.41666666666666,885,10.157833711744003,0.2876373456487126,Alive
15,46,9.9,62.49728,,,0.0,886,14.797843022464003,0.41902756129850866,Alive
15,47,6.7,55.06784,,,0.0,887,6.102838903488001,0.17281286866228904,Alive
15,48,3.8,47.18506,,,0.0,888,1.8411083940319999,0.05213429817212533,Alive
15,49,4.9,50.30378,,,0.0,889,3.094039143564001,0.0876132876204731,Alive
15,50,9.5,65.0,44.0,,0.0,890,14.181165000000002,0.40156521307200005,Alive
15,51,9.3,61.20566,,,0.0,891,12.818442529492003,0.3629772734191192,Alive
15,52,9.0,60.5423,,,0.0,892,11.890834594000001,0.33671038503137923,Alive
15,53,5.7,52.47314,,,0.0,893,4.277038518268001,0.12111204431409132,Alive
15,54,8.8,60.09356,,,0.0,894,11.295165781632003,0.3198429504053171,Alive
15,55,8.6,59.63962,,,0.0,895,10.717542182576,0.3034864984755681,Alive
15,56,7.7,57.53254,,,0.0,896,8.337918225908002,0.2361031628193917,Alive
15,57,9.3,61.20566,,,0.0,897,12.818442529492003,0.3629772734191192,Alive
15,58,8.3,58.94896,,,0.0,898,9.884655373472004,0.27990180927953207,Alive
15,59,,0.0,,,0.0,899,0.0,0.0,Dead
15,60,6.2,54.0,37.0,3725.0,310.4166666666667,900,0.0,0.0,Alive
16,1,10.0,62.708,,,0.0,901,15.143994000000001,0.4288294492992,Alive
16,2,,0.0,,,0.0,902,0.0,0.0,Dead
16,3,10.3,63.33236,,,0.0,903,16.210543572312005,0.4590307202284446,Alive
16,4,6.7,55.06784,,,0.0,904,6.102838903488001,0.17281286866228904,Alive
16,5,10.8,64.34696,,,0.0,905,18.082412006272,0.512036044299203,Alive
16,6,9.4,61.42418,,,0.0,906,13.136798496624003,0.37199209566920255,Alive
16,7,8.2,58.71614,,,0.0,907,9.615904343568001,0.27229164011594637,Alive
16,8,7.5,57.05,,,0.0,908,7.857058750000001,0.22248676121200003,Alive
16,9,10.8,64.34696,,,0.0,909,18.082412006272,0.512036044299203,Alive
16,10,,0.0,,,0.0,910,0.0,0.0,Dead
16,11,,0.0,,,0.0,911,0.0,0.0,Dead
16,12,,0.0,,,0.0,912,0.0,0.0,Dead
16,13,11.5,65.7128,,,0.0,913,20.902922364000002,0.5919038719969153,Alive
16,14,7.5,57.05,,,0.0,914,7.857058750000001,0.22248676121200003,Alive
16,15,9.6,61.85732,,840.0,70.0,915,13.787324054656,0.390412897790883,Alive
16,16,9.9,62.49728,,,0.0,916,14.797843022464003,0.41902756129850866,Alive
16,17,10.1,62.91742000000001,,,0.0,917,15.494820313796001,0.4387637278616986,Alive
16,18,11.2,65.13524000000001,,,0.0,918,19.665433523328,0.5568621479933743,Alive
16,19,8.4,59.18048,,,0.0,919,10.157833711744003,0.2876373456487126,Alive
16,20,10.0,65.0,41.0,,0.0,920,15.689490000000001,0.444276150432,Alive
16,21,,0.0,,,0.0,921,0.0,0.0,Dead
16,22,9.6,61.85732,,,0.0,922,13.787324054656,0.390412897790883,Alive
16,23,,0.0,,,0.0,923,0.0,0.0,Dead
16,24,5.5,51.9386,,,0.0,924,3.9588095070000002,0.1121008170478176,Alive
16,25,8.3,58.94896,,,0.0,925,9.884655373472004,0.27990180927953207,Alive
16,26,7.7,57.53254,,,0.0,926,8.337918225908002,0.2361031628193917,Alive
16,27,7.7,57.53254,,,0.0,927,8.337918225908002,0.2361031628193917,Alive
16,28,8.6,59.63962,,,0.0,928,10.717542182576,0.3034864984755681,Alive
16,29,7.6,57.291920000000005,,,0.0,929,8.095341492096,0.22923416596338403,Alive
16,30,11.1,66.0,53.0,1800.0,150.0,930,19.5733168,0.55425369716224,Alive
16,31,,0.0,,,0.0,931,0.0,0.0,Dead
16,32,7.8,57.77186,,,0.0,932,8.584809110512,0.24309432262054617,Alive
16,33,6.7,55.06784,,,0.0,933,6.102838903488001,0.17281286866228904,Alive
16,34,7.7,57.53254,,,0.0,934,8.337918225908002,0.2361031628193917,Alive
16,35,6.0,53.2652,,,0.0,935,4.783252336,0.13544639974804482,Alive
16,36,6.5,54.5593,,,0.0,936,5.7057004115000005,0.1615671774123632,Alive
16,37,,0.0,,,0.0,937,0.0,0.0,Dead
16,38,7.7,57.53254,,,0.0,938,8.337918225908002,0.2361031628193917,Alive
16,39,5.2,51.12704,,,0.0,939,3.5097808846080008,0.09938576335326783,Alive
16,40,6.1,59.0,43.0,,0.0,940,5.4445182,0.15417133296576,Alive
16,41,10.0,62.708,,,0.0,941,15.143994000000001,0.4288294492992,Alive
16,42,5.9,53.002480000000006,,,0.0,942,4.610628862544002,0.130558255374886,Alive
16,43,9.3,61.20566,,,0.0,943,12.818442529492003,0.3629772734191192,Alive
16,44,9.5,61.6414,,,0.0,944,13.459754513,0.3811371765937184,Alive
16,45,4.3,48.62216,,2592.0,216.0,945,2.359166497392,0.06680404587334979,Alive
16,46,2.4,42.98828,,,0.0,946,0.808807732864,0.022902846809963313,Alive
16,47,9.3,61.20566,,,0.0,947,12.818442529492003,0.3629772734191192,Alive
16,48,5.5,51.9386,,,0.0,948,3.9588095070000002,0.1121008170478176,Alive
16,49,9.3,61.20566,,,0.0,949,12.818442529492003,0.3629772734191192,Alive
16,50,7.6,57.0,42.0,,0.0,950,8.0552116,0.22809781583487998,Alive
16,51,7.9,58.00988,,,0.0,951,8.836033933704002,0.25020820569390945,Alive
16,52,,0.0,,,0.0,952,0.0,0.0,Dead
16,53,9.5,61.6414,,,0.0,953,13.459754513,0.3811371765937184,Alive
16,54,7.6,57.291920000000005,,,0.0,954,8.095341492096,0.22923416596338403,Alive
16,55,8.1,58.48202,,,0.0,955,9.351562690636001,0.2648063303982015,Alive
16,56,9.3,61.20566,,,0.0,956,12.818442529492003,0.3629772734191192,Alive
16,57,7.8,57.77186,,,0.0,957,8.584809110512,0.24309432262054617,Alive
16,58,9.0,60.5423,,,0.0,958,11.890834594000001,0.33671038503137923,Alive
16,59,7.6,57.291920000000005,,,0.0,959,8.095341492096,0.22923416596338403,Alive
16,60,8.6,57.0,45.0,3324.0,277.0,960,10.252903600000002,0.29032942066048006,Alive
17,1,6.0,53.2652,,,0.0,961,4.783252336,0.13544639974804482,Alive
17,2,6.1,53.52662,,,0.0,962,4.959796761876,0.14044557294669033,Alive
17,3,11.9,66.46468,,,0.0,963,22.620200736824003,0.6405317002244979,Alive
17,4,10.9,64.54598,,,0.0,964,18.471014763444,0.523040030853491,Alive
17,5,11.6,65.90272,,,0.0,965,21.325020607616,0.6038563435417408,Alive
17,6,,0.0,,,0.0,966,0.0,0.0,Dead
17,7,,0.0,,,0.0,967,0.0,0.0,Dead
17,8,8.7,59.867239999999995,,,0.0,968,11.004106321527997,0.311601077885444,Alive
17,9,10.7,64.14664,,,0.0,969,17.698564176368,0.5011667020693773,Alive
17,10,,0.0,,,0.0,970,0.0,0.0,Dead
17,11,11.3,65.32906,,,0.0,971,20.073135057932003,0.5684069508084489,Alive
17,12,,0.0,,,0.0,972,0.0,0.0,Dead
17,13,10.8,64.34696,,,0.0,973,18.082412006272,0.512036044299203,Alive
17,14,,0.0,,,0.0,974,0.0,0.0,Dead
17,15,8.8,60.09356,,702.0,58.5,975,11.295165781632003,0.3198429504053171,Alive
17,16,,0.0,,,0.0,976,0.0,0.0,Dead
17,17,5.6,52.20652,,,0.0,977,4.116017591935999,0.1165524469473333,Alive
17,18,7.0,55.8209,,,0.0,978,6.729323358,0.19055290366381442,Alive
17,19,8.0,58.2466,,,0.0,979,9.091612112000002,0.25744536185308164,Alive
17,20,7.2,61.0,51.0,,0.0,980,7.745621200000002,0.21933120639616005,Alive
17,21,11.6,65.90272,,,0.0,981,21.325020607616,0.6038563435417408,Alive
17,22,11.7,66.09134,,,0.0,982,21.751929607588,0.6159450403121479,Alive
17,23,9.5,61.6414,,,0.0,983,13.459754513,0.3811371765937184,Alive
17,24,10.2,63.12554,,,0.0,984,15.850333212208001,0.44883071550345155,Alive
17,25,8.2,58.71614,,,0.0,985,9.615904343568001,0.27229164011594637,Alive
17,26,,0.0,,,0.0,986,0.0,0.0,Dead
17,27,7.0,55.8209,,,0.0,987,6.729323358,0.19055290366381442,Alive
17,28,9.8,62.28526,,,0.0,988,14.456355761552004,0.4093577348287158,Alive
17,29,9.4,61.42418,,,0.0,989,13.136798496624003,0.37199209566920255,Alive
17,30,6.8,58.0,41.0,1640.0,136.66666666666666,990,6.6024596,0.18696052800128002,Alive
17,31,6.3,54.045559999999995,,,0.0,991,5.324752497832,0.15077995153060916,Alive
17,32,6.4,54.30308,,,0.0,992,5.513214893184002,0.15611660348731274,Alive
17,33,5.0,50.5795,,,0.0,993,3.22897025,0.0914341047752,Alive
17,34,7.3,56.562259999999995,,,0.0,994,7.393292748252,0.2093543920937022,Alive
17,35,7.9,58.00988,,,0.0,995,8.836033933704002,0.25020820569390945,Alive
17,36,6.5,54.5593,,,0.0,996,5.7057004115000005,0.1615671774123632,Alive
17,37,8.9,60.31858,,,0.0,997,11.590736637884003,0.32821257122763375,Alive
17,38,7.6,57.291920000000005,,,0.0,998,8.095341492096,0.22923416596338403,Alive
17,39,9.1,60.76472,,,0.0,999,12.195474982415998,0.3453368259820773,Alive
17,40,9.6,64.0,39.0,,0.0,1000,14.2573012,0.40372114662016,Alive
17,41,8.0,58.2466,,,0.0,1001,9.091612112000002,0.25744536185308164,Alive
17,42,8.9,60.31858,,,0.0,1002,11.590736637884003,0.32821257122763375,Alive
17,43,7.5,57.05,,,0.0,1003,7.857058750000001,0.22248676121200003,Alive
17,44,7.6,57.291920000000005,,,0.0,1004,8.095341492096,0.22923416596338403,Alive
17,45,7.2,56.31644,,2790.0,232.5,1005,7.167767314048001,0.20296823347843443,Alive
17,46,6.2,53.78674,,,0.0,1006,5.140288239728002,0.1455565140267299,Alive
17,47,10.3,63.33236,,,0.0,1007,16.210543572312005,0.4590307202284446,Alive
17,48,6.9,55.57118,,,0.0,1008,6.516360433924001,0.18452247513533915,Alive
17,49,9.3,61.20566,,,0.0,1009,12.818442529492003,0.3629772734191192,Alive
17,50,10.5,53.0,39.0,,0.0,1010,14.126425000000003,0.40001515144000005,Alive
17,51,10.1,62.91742000000001,,,0.0,1011,15.494820313796001,0.4387637278616986,Alive
17,52,8.2,58.71614,,,0.0,1012,9.615904343568001,0.27229164011594637,Alive
17,53,8.8,60.09356,,,0.0,1013,11.295165781632003,0.3198429504053171,Alive
17,54,7.5,57.05,,,0.0,1014,7.857058750000001,0.22248676121200003,Alive
17,55,,0.0,,,0.0,1015,0.0,0.0,Dead
17,56,10.0,62.708,,,0.0,1016,15.143994000000001,0.4288294492992,Alive
17,57,8.0,58.2466,,,0.0,1017,9.091612112000002,0.25744536185308164,Alive
17,58,4.2,48.33734,,,0.0,1018,2.248846212688,0.06368012843544356,Alive
17,59,8.4,59.18048,,,0.0,1019,10.157833711744003,0.2876373456487126,Alive
17,60,,0.0,,3068.0,255.66666666666666,1020,0.0,0.0,Dead
18,1,5.5,51.9386,,,0.0,1021,3.9588095070000002,0.1121008170478176,Alive
18,2,8.3,58.94896,,,0.0,1022,9.884655373472004,0.27990180927953207,Alive
18,3,,0.0,,,0.0,1023,0.0,0.0,Dead
18,4,7.4,56.80678,,,0.0,1024,7.623049469264002,0.21586036721125487,Alive
18,5,10.3,63.33236,,,0.0,1025,16.210543572312005,0.4590307202284446,Alive
18,6,,0.0,,,0.0,1026,0.0,0.0,Dead
18,7,11.5,65.7128,,,0.0,1027,20.902922364000002,0.5919038719969153,Alive
18,8,8.5,59.410700000000006,,,0.0,1028,10.435456918500003,0.2954987464697809,Alive
18,9,6.5,54.5593,,,0.0,1029,5.7057004115000005,0.1615671774123632,Alive
18,10,6.3,63.0,54.0,,0.0,1030,6.1706086,0.17473188960448002,Alive
18,11,8.7,59.867239999999995,,,0.0,1031,11.004106321527997,0.311601077885444,Alive
18,12,,0.0,,,0.0,1032,0.0,0.0,Dead
18,13,10.6,63.94502,,,0.0,1033,17.319462624336,0.4904317592407977,Alive
18,14,8.6,59.63962,,,0.0,1034,10.717542182576,0.3034864984755681,Alive
18,15,7.6,57.291920000000005,,756.0,63.0,1035,8.095341492096,0.22923416596338403,Alive
18,16,8.5,59.410700000000006,,,0.0,1036,10.435456918500003,0.2954987464697809,Alive
18,17,9.5,61.6414,,,0.0,1037,13.459754513,0.3811371765937184,Alive
18,18,9.5,61.6414,,,0.0,1038,13.459754513,0.3811371765937184,Alive
18,19,9.9,62.49728,,,0.0,1039,14.797843022464003,0.41902756129850866,Alive
18,20,7.7,57.0,45.0,,0.0,1040,8.262771400000002,0.23397524517952004,Alive
18,21,10.2,63.12554,,,0.0,1041,15.850333212208001,0.44883071550345155,Alive
18,22,10.3,63.33236,,,0.0,1042,16.210543572312005,0.4590307202284446,Alive
18,23,7.6,57.291920000000005,,,0.0,1043,8.095341492096,0.22923416596338403,Alive
18,24,10.4,63.53788,,,0.0,1044,16.575461899904006,0.46936403952720174,Alive
18,25,10.1,62.91742000000001,,,0.0,1045,15.494820313796001,0.4387637278616986,Alive
18,26,,0.0,,,0.0,1046,0.0,0.0,Dead
18,27,9.5,61.6414,,,0.0,1047,13.459754513,0.3811371765937184,Alive
18,28,10.2,63.12554,,,0.0,1048,15.850333212208001,0.44883071550345155,Alive
18,29,,0.0,,,0.0,1049,0.0,0.0,Dead
18,30,9.8,58.0,42.0,1662.0,138.5,1050,13.476851600000003,0.3816213113868801,Alive
18,31,10.8,64.34696,,,0.0,1051,18.082412006272,0.512036044299203,Alive
18,32,,0.0,,,0.0,1052,0.0,0.0,Dead
18,33,7.1,56.069320000000005,,,0.0,1053,6.946451522456002,0.1967012784710821,Alive
18,34,4.2,48.33734,,,0.0,1054,2.248846212688,0.06368012843544356,Alive
18,35,8.8,60.09356,,,0.0,1055,11.295165781632003,0.3198429504053171,Alive
18,36,8.4,59.18048,,,0.0,1056,10.157833711744003,0.2876373456487126,Alive
18,37,8.9,60.31858,,,0.0,1057,11.590736637884003,0.32821257122763375,Alive
18,38,6.2,53.78674,,,0.0,1058,5.140288239728002,0.1455565140267299,Alive
18,39,10.5,63.74209999999999,,,0.0,1059,16.945098329500002,0.47983096037678563,Alive
18,40,8.3,56.0,45.0,,0.0,1060,9.401149200000003,0.2662104616665601,Alive
18,41,7.9,58.00988,,,0.0,1061,8.836033933704002,0.25020820569390945,Alive
18,42,9.7,62.07194,,,0.0,1062,14.119520226348,0.39981963034545104,Alive
18,43,8.1,58.48202,,,0.0,1063,9.351562690636001,0.2648063303982015,Alive
18,44,10.8,64.34696,,,0.0,1064,18.082412006272,0.512036044299203,Alive
18,45,5.4,51.66938,,2718.0,226.5,1065,3.805386307504001,0.1077563629923293,Alive
18,46,5.3,51.39886,,,0.0,1066,3.655719666212,0.10351828264419197,Alive
18,47,9.9,62.49728,,,0.0,1067,14.797843022464003,0.41902756129850866,Alive
18,48,2.6,43.60342,,,0.0,1068,0.9210167036960001,0.026080245795218896,Alive
18,49,7.3,56.562259999999995,,,0.0,1069,7.393292748252,0.2093543920937022,Alive
18,50,9.5,57.0,42.0,,0.0,1070,12.462805000000001,0.352906756624,Alive
18,51,8.9,60.31858,,,0.0,1071,11.590736637884003,0.32821257122763375,Alive
18,52,8.7,59.867239999999995,,,0.0,1072,11.004106321527997,0.311601077885444,Alive
18,53,8.3,58.94896,,,0.0,1073,9.884655373472004,0.27990180927953207,Alive
18,54,6.5,54.5593,,,0.0,1074,5.7057004115000005,0.1615671774123632,Alive
18,55,7.9,58.00988,,,0.0,1075,8.836033933704002,0.25020820569390945,Alive
18,56,4.5,49.1879,,,0.0,1076,2.5901008405,0.0733433674802704,Alive
18,57,7.6,57.291920000000005,,,0.0,1077,8.095341492096,0.22923416596338403,Alive
18,58,9.6,61.85732,,,0.0,1078,13.787324054656,0.390412897790883,Alive
18,59,6.9,55.57118,,,0.0,1079,6.516360433924001,0.18452247513533915,Alive
18,60,5.3,59.0,47.0,3486.0,290.5,1080,4.1638878,0.11790797805504001,Alive
19,1,,0.0,,,0.0,1081,0.0,0.0,Dead
19,2,5.9,53.002480000000006,,,0.0,1082,4.610628862544002,0.130558255374886,Alive
19,3,10.5,63.74209999999999,,,0.0,1083,16.945098329500002,0.47983096037678563,Alive
19,4,3.2,45.417640000000006,,,0.0,1084,1.3263723879680003,0.03755862163561227,Alive
19,5,10.5,63.74209999999999,,,0.0,1085,16.945098329500002,0.47983096037678563,Alive
19,6,7.9,58.00988,,,0.0,1086,8.836033933704002,0.25020820569390945,Alive
19,7,7.3,56.562259999999995,,,0.0,1087,7.393292748252,0.2093543920937022,Alive
19,8,8.8,60.09356,,,0.0,1088,11.295165781632003,0.3198429504053171,Alive
19,9,6.5,54.5593,,,0.0,1089,5.7057004115000005,0.1615671774123632,Alive
19,10,7.5,54.0,41.0,,0.0,1090,7.448740000000002,0.21092448083200005,Alive
19,11,10.8,64.34696,,,0.0,1091,18.082412006272,0.512036044299203,Alive
19,12,9.8,62.28526,,,0.0,1092,14.456355761552004,0.4093577348287158,Alive
19,13,,0.0,,,0.0,1093,0.0,0.0,Dead
19,14,,0.0,,,0.0,1094,0.0,0.0,Dead
