Row,Tree,pre_DBH,pre_HT,pre_stem_vol,pre_stem_vol_m3,status,DBH,HT
31,29,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
31,30,8.5,47.0,8.301,0.235,Alive,8.5,47.0
31,31,3.0,39.598,1.068,0.03,Alive,3.0,39.5977
31,32,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
31,33,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
31,34,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
31,35,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
31,36,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
31,37,3.8,41.258,1.637,0.046,Alive,3.8,41.258419999999994
31,38,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
31,39,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
31,40,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
31,41,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
31,42,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
31,43,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
31,44,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
31,45,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
31,46,4.4,42.504,2.178,0.062,Alive,4.4,42.50396
31,47,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
32,1,10.3,54.752,14.044,0.398,Alive,10.3,54.75176999999999
32,2,4.3,42.296,2.081,0.059,Alive,4.3,42.29637
32,3,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
32,4,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
32,5,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
32,6,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
32,7,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
32,8,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
32,9,6.3,46.448,4.607,0.13,Alive,6.3,46.44817
32,10,8.7,66.0,12.109,0.343,Alive,8.7,66.0
32,11,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
32,12,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
32,13,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
32,14,6.5,46.863,4.932,0.14,Alive,6.5,46.86335
32,15,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
32,16,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
32,17,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
32,18,5.4,44.58,3.313,0.094,Alive,5.4,44.57986
32,19,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
32,20,8.3,54.6,9.172,0.26,Alive,8.3,54.6
32,21,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
32,22,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
32,23,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
32,24,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
32,25,10.0,54.129,13.102,0.371,Alive,10.0,54.129
32,26,10.1,54.337,13.412,0.38,Alive,10.1,54.336589999999994
32,27,10.9,55.997,16.054,0.455,Alive,10.9,55.99731
32,28,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
32,29,6.5,46.863,4.932,0.14,Alive,6.5,46.86335
32,30,5.6,49.0,3.877,0.11,Alive,5.6,49.0
32,31,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
32,32,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
32,33,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
32,34,3.3,40.22,1.262,0.036,Alive,3.3,40.22047
32,35,4.9,43.542,2.708,0.077,Alive,4.9,43.54191
32,36,6.0,45.825,4.146,0.117,Alive,6.0,45.825399999999995
32,37,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
32,38,5.1,43.957,2.941,0.083,Alive,5.1,43.957089999999994
32,39,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
32,40,7.2,26.0,3.427,0.097,Alive,7.2,26.0
32,41,5.9,45.618,3.999,0.113,Alive,5.9,45.61781
32,42,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
32,43,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
32,44,10.7,55.582,15.365,0.435,Alive,10.7,55.58212999999999
33,1,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
33,2,5.8,45.41,3.855,0.109,Alive,5.8,45.410219999999995
33,3,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
33,4,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
33,5,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
33,6,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
33,7,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
33,8,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
33,9,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
33,10,10.0,47.0,11.405,0.323,Alive,10.0,47.0
33,11,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
33,12,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
33,13,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
33,14,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
33,15,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
33,16,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
33,17,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
33,18,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
33,19,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
33,20,6.9,39.0,4.639,0.131,Alive,6.9,39.0
33,21,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
33,22,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
33,23,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
33,24,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
33,25,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
33,26,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
33,27,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
33,28,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
33,29,3.9,41.466,1.721,0.049,Alive,3.9,41.46601
33,30,9.4,36.0,7.79,0.221,Alive,9.4,36.0
33,31,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
33,32,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
33,33,5.7,45.203,3.715,0.105,Alive,5.7,45.20263
33,34,4.1,41.881,1.895,0.054,Alive,4.1,41.88119
33,35,5.8,45.41,3.855,0.109,Alive,5.8,45.410219999999995
33,36,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
33,37,5.0,43.75,2.823,0.08,Alive,5.0,43.7495
33,38,4.2,42.089,1.987,0.056,Alive,4.2,42.08878
33,39,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
33,40,5.7,31.0,2.617,0.074,Alive,5.7,31.0
33,41,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
33,42,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
33,43,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
33,44,2.9,39.39,1.008,0.029,Alive,2.9,39.39010999999999
33,45,10.1,54.337,13.412,0.38,Alive,10.1,54.336589999999994
34,1,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
34,2,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
34,3,9.9,53.921,12.797,0.362,Alive,9.9,53.921409999999995
34,4,10.4,54.959,14.367,0.407,Alive,10.4,54.95936
34,5,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
34,6,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
34,7,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
34,8,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
34,9,9.9,53.921,12.797,0.362,Alive,9.9,53.921409999999995
34,10,8.1,48.8,7.84,0.222,Alive,8.1,48.8
34,11,10.7,55.582,15.365,0.435,Alive,10.7,55.58212999999999
34,12,3.8,41.258,1.637,0.046,Alive,3.8,41.258419999999994
34,13,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
34,14,10.9,55.997,16.054,0.455,Alive,10.9,55.99731
34,15,3.9,41.466,1.721,0.049,Alive,3.9,41.46601
34,16,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
34,17,3.8,41.258,1.637,0.046,Alive,3.8,41.258419999999994
34,18,2.7,38.975,0.896,0.025,Alive,2.7,38.97493
34,19,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
34,20,10.1,38.0,9.445,0.267,Alive,10.1,38.0
34,21,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
34,22,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
34,23,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
34,24,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
34,25,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
34,26,10.0,54.129,13.102,0.371,Alive,10.0,54.129
34,27,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
34,28,6.0,45.825,4.146,0.117,Alive,6.0,45.825399999999995
34,29,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
34,30,4.5,42.712,2.278,0.065,Alive,4.5,42.711549999999995
34,31,4.4,42.504,2.178,0.062,Alive,4.4,42.50396
34,32,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
34,33,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
34,34,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
34,35,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
34,36,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
34,37,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
34,38,2.5,38.56,0.793,0.022,Alive,2.5,38.559749999999994
34,39,10.2,54.544,13.725,0.389,Alive,10.2,54.54418
34,40,9.4,48.0,10.314,0.292,Alive,9.4,48.0
34,41,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
35,1,4.7,43.127,2.487,0.07,Alive,4.7,43.126729999999995
35,2,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
35,3,10.5,55.167,14.695,0.416,Alive,10.5,55.16695
35,4,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
35,5,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
35,6,10.5,55.167,14.695,0.416,Alive,10.5,55.16695
35,7,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
35,8,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
35,9,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
35,10,5.8,38.0,3.262,0.092,Alive,5.8,38.0
35,11,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
35,12,5.5,44.787,3.444,0.098,Alive,5.5,44.78744999999999
35,13,10.2,54.544,13.725,0.389,Alive,10.2,54.54418
35,14,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
35,15,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
35,16,4.9,43.542,2.708,0.077,Alive,4.9,43.54191
35,17,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
35,18,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
35,19,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
35,20,9.0,53.0,10.437,0.296,Alive,9.0,53.0
35,21,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
35,22,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
35,23,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
35,24,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
35,25,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
35,26,4.3,42.296,2.081,0.059,Alive,4.3,42.29637
35,27,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
35,28,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
35,29,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
35,30,8.5,57.0,10.021,0.284,Alive,8.5,57.0
35,31,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
35,32,5.1,43.957,2.941,0.083,Alive,5.1,43.957089999999994
35,33,4.5,42.712,2.278,0.065,Alive,4.5,42.711549999999995
35,34,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
35,35,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
35,36,5.1,43.957,2.941,0.083,Alive,5.1,43.957089999999994
35,37,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
35,38,4.8,43.334,2.596,0.074,Alive,4.8,43.33432
35,39,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
35,40,9.5,52.0,11.389,0.322,Alive,9.5,52.0
35,41,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
35,42,6.5,46.863,4.932,0.14,Alive,6.5,46.86335
35,43,2.6,38.767,0.843,0.024,Alive,2.6,38.76734
35,44,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
35,45,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
35,46,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
35,47,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
35,48,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
35,49,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
35,50,3.6,38.0,1.392,0.039,Alive,3.6,38.0
36,1,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
36,2,10.4,54.959,14.367,0.407,Alive,10.4,54.95936
36,3,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
36,4,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
36,5,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
36,6,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
36,7,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
36,8,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
36,9,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
36,10,10.2,48.0,12.105,0.343,Alive,10.2,48.0
36,11,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
36,12,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
36,13,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
36,14,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
36,15,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
36,16,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
36,17,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
36,18,10.0,54.129,13.102,0.371,Alive,10.0,54.129
36,19,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
36,20,8.4,48.0,8.28,0.234,Alive,8.4,48.0
36,21,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
36,22,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
36,23,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
36,24,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
36,25,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
36,26,6.5,46.863,4.932,0.14,Alive,6.5,46.86335
36,27,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
36,28,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
36,29,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
36,30,9.1,38.0,7.709,0.218,Alive,9.1,38.0
36,31,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
36,32,2.8,39.183,0.951,0.027,Alive,2.8,39.18252
36,33,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
36,34,6.7,47.279,5.271,0.149,Alive,6.7,47.27853
36,35,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
36,36,6.3,46.448,4.607,0.13,Alive,6.3,46.44817
36,37,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
36,38,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
36,39,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
36,40,8.6,45.0,8.141,0.231,Alive,8.6,45.0
36,41,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
36,42,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
36,43,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
36,44,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
36,45,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
36,46,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
37,1,10.0,54.129,13.102,0.371,Alive,10.0,54.129
37,2,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
37,3,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
37,4,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
37,5,10.8,55.79,15.707,0.445,Alive,10.8,55.78972
37,6,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
37,7,9.9,53.921,12.797,0.362,Alive,9.9,53.921409999999995
37,8,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
37,9,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
37,10,8.2,55.0,9.021,0.255,Alive,8.2,55.0
37,11,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
37,12,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
37,13,6.1,46.033,4.296,0.122,Alive,6.1,46.03299
37,14,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
37,15,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
37,16,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
37,17,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
37,18,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
37,19,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
37,20,9.6,46.0,10.309,0.292,Alive,9.6,46.0
37,21,4.2,42.089,1.987,0.056,Alive,4.2,42.08878
37,22,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
37,23,12.4,59.111,21.851,0.619,Alive,12.4,59.11116
37,24,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
37,25,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
37,26,11.1,56.412,16.762,0.475,Alive,11.1,56.41248999999999
37,27,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
37,28,5.5,44.787,3.444,0.098,Alive,5.5,44.78744999999999
37,29,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
37,30,6.6,40.0,4.366,0.124,Alive,6.6,40.0
37,31,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
37,32,5.0,43.75,2.823,0.08,Alive,5.0,43.7495
37,33,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
37,34,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
37,35,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
37,36,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
37,37,5.5,44.787,3.444,0.098,Alive,5.5,44.78744999999999
37,38,5.0,43.75,2.823,0.08,Alive,5.0,43.7495
37,39,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
37,40,7.9,46.0,7.052,0.2,Alive,7.9,46.0
37,41,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
37,42,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
37,43,9.7,53.506,12.201,0.346,Alive,9.7,53.506229999999995
37,44,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
38,1,10.8,55.79,15.707,0.445,Alive,10.8,55.78972
38,2,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
38,3,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
38,4,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
38,5,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
38,6,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
38,7,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
38,8,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
38,9,15.0,64.508,34.764,0.984,Alive,15.0,64.5085
38,10,8.0,44.0,6.922,0.196,Alive,8.0,44.0
38,11,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
38,12,10.7,55.582,15.365,0.435,Alive,10.7,55.58212999999999
38,13,10.5,55.167,14.695,0.416,Alive,10.5,55.16695
38,14,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
38,15,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
38,16,3.4,40.428,1.332,0.038,Alive,3.4,40.428059999999995
38,17,4.7,43.127,2.487,0.07,Alive,4.7,43.126729999999995
38,18,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
38,19,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
38,20,9.2,45.0,9.284,0.263,Alive,9.2,45.0
38,21,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
38,22,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
38,23,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
38,24,9.7,53.506,12.201,0.346,Alive,9.7,53.506229999999995
38,25,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
38,26,4.2,42.089,1.987,0.056,Alive,4.2,42.08878
38,27,4.0,41.674,1.806,0.051,Alive,4.0,41.67359999999999
38,28,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
38,29,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
38,30,6.4,34.0,3.534,0.1,Alive,6.4,34.0
38,31,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
38,32,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
38,33,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
38,34,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
38,35,4.4,42.504,2.178,0.062,Alive,4.4,42.50396
38,36,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
38,37,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
38,38,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
38,39,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
38,40,8.2,43.0,7.101,0.201,Alive,8.2,43.0
38,41,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
38,42,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
38,43,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
38,44,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
38,45,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
38,46,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
39,1,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
39,2,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
39,3,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
39,4,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
39,5,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
39,6,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
39,7,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
39,8,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
39,9,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
39,10,9.1,46.0,9.286,0.263,Alive,9.1,46.0
39,11,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
39,12,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
39,13,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
39,14,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
39,15,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
39,16,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
39,17,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
39,18,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
39,19,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
39,20,6.8,38.0,4.401,0.125,Alive,6.8,38.0
39,21,5.6,44.995,3.578,0.101,Alive,5.6,44.99504
39,22,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
39,23,5.7,45.203,3.715,0.105,Alive,5.7,45.20263
39,24,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
39,25,6.1,46.033,4.296,0.122,Alive,6.1,46.03299
39,26,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
39,27,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
39,28,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
39,29,6.3,46.448,4.607,0.13,Alive,6.3,46.44817
39,30,9.2,45.0,9.284,0.263,Alive,9.2,45.0
39,31,5.9,45.618,3.999,0.113,Alive,5.9,45.61781
39,32,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
39,33,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
39,34,5.1,43.957,2.941,0.083,Alive,5.1,43.957089999999994
39,35,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
39,36,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
39,37,5.5,44.787,3.444,0.098,Alive,5.5,44.78744999999999
39,38,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
39,39,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
39,40,7.2,40.0,5.155,0.146,Alive,7.2,40.0
39,41,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
39,42,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
39,43,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
39,44,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
39,45,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
39,46,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
39,47,3.5,40.636,1.404,0.04,Alive,3.5,40.63565
39,48,6.7,47.279,5.271,0.149,Alive,6.7,47.27853
39,49,6.0,45.825,4.146,0.117,Alive,6.0,45.825399999999995
39,50,5.5,37.0,2.883,0.082,Alive,5.5,37.0
39,51,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
39,52,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
39,53,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
39,54,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
39,55,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
39,56,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
39,57,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
39,58,10.2,54.544,13.725,0.389,Alive,10.2,54.54418
39,59,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
40,1,6.7,47.279,5.271,0.149,Alive,6.7,47.27853
40,2,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
40,3,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
40,4,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
40,5,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
40,6,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
40,7,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
40,8,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
40,9,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
40,10,9.1,45.0,9.088,0.257,Alive,9.1,45.0
40,11,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
40,12,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
40,13,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
40,14,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
40,15,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
