Row,Tree,pre_DBH,pre_HT,pre_stem_vol,pre_stem_vol_m3,status,DBH,HT
21,2,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
21,3,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
21,4,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
21,5,3.4,40.428,1.332,0.038,Alive,3.4,40.428059999999995
21,6,6.0,45.825,4.146,0.117,Alive,6.0,45.825399999999995
21,7,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
21,8,10.0,54.129,13.102,0.371,Alive,10.0,54.129
21,9,11.1,56.412,16.762,0.475,Alive,11.1,56.41248999999999
21,10,2.5,74.1,1.322,0.037,Alive,2.5,74.1
21,11,4.6,42.919,2.381,0.067,Alive,4.6,42.91914
21,12,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
21,13,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
21,14,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
21,15,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
21,16,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
21,17,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
21,18,3.9,41.466,1.721,0.049,Alive,3.9,41.46601
21,19,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
21,20,6.6,41.0,4.47,0.127,Alive,6.6,41.0
21,21,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
21,22,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
21,23,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
21,24,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
21,25,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
21,26,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
21,27,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
21,28,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
21,29,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
21,30,8.1,40.0,6.466,0.183,Alive,8.1,40.0
21,31,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
21,32,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
22,1,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
22,2,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
22,3,3.7,41.051,1.557,0.044,Alive,3.7,41.05083
22,4,10.0,54.129,13.102,0.371,Alive,10.0,54.129
22,5,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
22,6,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
22,7,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
22,8,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
22,9,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
22,10,8.4,39.0,6.769,0.192,Alive,8.4,39.0
22,11,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
22,12,10.9,55.997,16.054,0.455,Alive,10.9,55.99731
22,13,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
22,14,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
22,15,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
22,16,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
22,17,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
22,18,4.8,43.334,2.596,0.074,Alive,4.8,43.33432
22,19,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
22,20,9.3,51.0,10.718,0.303,Alive,9.3,51.0
22,21,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
22,22,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
22,23,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
22,24,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
22,25,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
22,26,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
22,27,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
23,1,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
23,2,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
23,3,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
23,4,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
23,5,11.4,57.035,17.861,0.506,Alive,11.4,57.035259999999994
23,6,10.3,54.752,14.044,0.398,Alive,10.3,54.75176999999999
23,7,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
23,8,10.3,54.752,14.044,0.398,Alive,10.3,54.75176999999999
23,9,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
23,10,9.7,53.506,12.201,0.346,Alive,9.7,53.506229999999995
23,11,7.1,52.0,6.458,0.183,Alive,7.1,52.0
23,12,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
23,13,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
23,14,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
23,15,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
23,16,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
23,17,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
23,18,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
23,19,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
23,20,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
23,21,7.9,45.0,6.904,0.195,Alive,7.9,45.0
23,22,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
23,23,3.1,39.805,1.13,0.032,Alive,3.1,39.80529
23,24,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
23,25,6.3,46.448,4.607,0.13,Alive,6.3,46.44817
23,26,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
23,27,4.6,42.919,2.381,0.067,Alive,4.6,42.91914
23,28,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
23,29,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
23,30,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
23,31,7.9,44.0,6.755,0.191,Alive,7.9,44.0
23,32,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
23,33,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
24,1,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
24,2,5.8,45.41,3.855,0.109,Alive,5.8,45.410219999999995
24,3,3.0,39.598,1.068,0.03,Alive,3.0,39.5977
24,4,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
24,5,9.7,53.506,12.201,0.346,Alive,9.7,53.506229999999995
24,6,10.4,54.959,14.367,0.407,Alive,10.4,54.95936
24,7,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
24,8,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
24,9,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
24,10,9.0,56.0,11.015,0.312,Alive,9.0,56.0
24,11,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
24,12,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
24,13,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
24,14,2.8,39.183,0.951,0.027,Alive,2.8,39.18252
24,15,4.4,42.504,2.178,0.062,Alive,4.4,42.50396
24,16,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
24,17,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
24,18,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
24,19,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
24,20,7.4,49.0,6.606,0.187,Alive,7.4,49.0
24,21,5.6,44.995,3.578,0.101,Alive,5.6,44.99504
24,22,9.9,53.921,12.797,0.362,Alive,9.9,53.921409999999995
24,23,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
24,24,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
24,25,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
24,26,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
24,27,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
24,28,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
24,29,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
24,30,7.8,48.0,7.17,0.203,Alive,7.8,48.0
24,31,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
24,32,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
24,33,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
24,34,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
24,35,5.2,44.165,3.062,0.087,Alive,5.2,44.16468
24,36,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
24,37,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
24,38,4.6,42.919,2.381,0.067,Alive,4.6,42.91914
24,39,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
24,40,9.2,41.0,8.479,0.24,Alive,9.2,41.0
25,1,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
25,2,3.5,40.636,1.404,0.04,Alive,3.5,40.63565
25,3,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
25,4,10.4,54.959,14.367,0.407,Alive,10.4,54.95936
25,5,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
25,6,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
25,7,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
25,8,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
25,9,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
25,10,6.7,51.0,5.668,0.161,Alive,6.7,51.0
25,11,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
25,12,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
25,13,10.0,54.129,13.102,0.371,Alive,10.0,54.129
25,14,4.3,42.296,2.081,0.059,Alive,4.3,42.29637
25,15,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
25,16,5.8,45.41,3.855,0.109,Alive,5.8,45.410219999999995
25,17,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
25,18,10.2,54.544,13.725,0.389,Alive,10.2,54.54418
25,19,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
25,20,4.9,48.0,2.962,0.084,Alive,4.9,48.0
25,21,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
25,22,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
25,23,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
25,24,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
25,25,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
25,26,10.6,55.375,15.028,0.426,Alive,10.6,55.37454
25,27,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
25,28,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
25,29,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
25,30,6.4,47.0,4.801,0.136,Alive,6.4,47.0
25,31,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
25,32,10.6,55.375,15.028,0.426,Alive,10.6,55.37454
25,33,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
25,34,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
26,1,4.9,43.542,2.708,0.077,Alive,4.9,43.54191
26,2,5.9,45.618,3.999,0.113,Alive,5.9,45.61781
26,3,5.1,43.957,2.941,0.083,Alive,5.1,43.957089999999994
26,4,5.6,44.995,3.578,0.101,Alive,5.6,44.99504
26,5,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
26,6,5.7,45.203,3.715,0.105,Alive,5.7,45.20263
26,7,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
26,8,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
26,9,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
26,10,8.5,50.0,8.817,0.25,Alive,8.5,50.0
26,11,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
26,12,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
26,13,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
26,14,4.8,43.334,2.596,0.074,Alive,4.8,43.33432
26,15,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
26,16,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
26,17,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
26,18,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
26,19,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
26,20,7.1,43.0,5.378,0.152,Alive,7.1,43.0
26,21,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
26,22,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
26,23,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
26,24,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
26,25,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
26,26,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
26,27,5.5,44.787,3.444,0.098,Alive,5.5,44.78744999999999
26,28,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
26,29,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
26,30,4.8,43.334,2.596,0.074,Alive,4.8,43.33432
26,31,7.3,45.0,5.927,0.168,Alive,7.3,45.0
26,32,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
26,33,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
26,34,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
26,35,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
26,36,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
26,37,5.0,43.75,2.823,0.08,Alive,5.0,43.7495
26,38,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
26,39,10.4,54.959,14.367,0.407,Alive,10.4,54.95936
27,1,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
27,2,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
27,3,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
27,4,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
27,5,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
27,6,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
27,7,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
27,8,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
27,9,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
27,10,4.4,41.0,2.109,0.06,Alive,4.4,41.0
27,11,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
27,12,4.9,43.542,2.708,0.077,Alive,4.9,43.54191
27,13,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
27,14,4.2,42.089,1.987,0.056,Alive,4.2,42.08878
27,15,10.6,55.375,15.028,0.426,Alive,10.6,55.37454
27,16,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
27,17,10.6,55.375,15.028,0.426,Alive,10.6,55.37454
27,18,6.3,46.448,4.607,0.13,Alive,6.3,46.44817
27,19,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
27,20,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
27,21,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
27,22,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
27,23,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
27,24,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
27,25,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
27,26,6.7,47.279,5.271,0.149,Alive,6.7,47.27853
27,27,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
27,28,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
27,29,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
27,30,7.2,49.0,6.265,0.177,Alive,7.2,49.0
27,31,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
27,32,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
27,33,6.4,46.656,4.768,0.135,Alive,6.4,46.65576
27,34,9.7,53.506,12.201,0.346,Alive,9.7,53.506229999999995
27,35,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
27,36,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
27,37,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
27,38,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
27,39,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
27,40,7.5,52.0,7.181,0.203,Alive,7.5,52.0
27,41,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
28,1,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
28,2,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
28,3,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
28,4,6.0,45.825,4.146,0.117,Alive,6.0,45.825399999999995
28,5,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
28,6,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
28,7,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
28,8,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
28,9,10.9,55.997,16.054,0.455,Alive,10.9,55.99731
28,10,10.6,52.0,14.125,0.4,Alive,10.6,52.0
28,11,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
28,12,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
28,13,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
28,14,6.3,46.448,4.607,0.13,Alive,6.3,46.44817
28,15,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
28,16,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
28,17,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
28,18,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
28,19,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
28,20,5.3,43.0,3.094,0.088,Alive,5.3,43.0
28,21,5.7,45.203,3.715,0.105,Alive,5.7,45.20263
28,22,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
28,23,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
28,24,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
28,25,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
28,26,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
28,27,9.9,53.921,12.797,0.362,Alive,9.9,53.921409999999995
28,28,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
28,29,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
28,30,4.3,40.0,1.98,0.056,Alive,4.3,40.0
28,31,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
28,32,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
28,33,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
28,34,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
28,35,4.9,43.542,2.708,0.077,Alive,4.9,43.54191
28,36,10.2,54.544,13.725,0.389,Alive,10.2,54.54418
28,37,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
28,38,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
28,39,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
28,40,9.3,54.0,11.335,0.321,Alive,9.3,54.0
28,41,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
28,42,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
28,43,5.8,45.41,3.855,0.109,Alive,5.8,45.410219999999995
28,44,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
28,45,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
28,46,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
29,1,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
29,2,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
29,3,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
29,4,10.6,55.375,15.028,0.426,Alive,10.6,55.37454
29,5,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
29,6,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
29,7,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
29,8,6.7,47.279,5.271,0.149,Alive,6.7,47.27853
29,9,2.8,39.183,0.951,0.027,Alive,2.8,39.18252
29,10,8.5,57.0,10.021,0.284,Alive,8.5,57.0
29,11,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
29,12,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
29,13,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
29,14,10.1,54.337,13.412,0.38,Alive,10.1,54.336589999999994
29,15,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
29,16,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
29,17,10.3,54.752,14.044,0.398,Alive,10.3,54.75176999999999
29,18,8.9,51.846,9.993,0.283,Alive,8.9,51.84551
29,19,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
29,20,9.0,58.0,11.401,0.323,Alive,9.0,58.0
29,21,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
29,22,5.3,44.372,3.186,0.09,Alive,5.3,44.37227
29,23,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
29,24,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
29,25,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
29,26,5.2,44.165,3.062,0.087,Alive,5.2,44.16468
29,27,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
29,28,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
29,29,6.1,46.033,4.296,0.122,Alive,6.1,46.03299
29,30,8.3,49.0,8.253,0.234,Alive,8.3,49.0
29,31,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
29,32,5.6,44.995,3.578,0.101,Alive,5.6,44.99504
29,33,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
29,34,10.9,55.997,16.054,0.455,Alive,10.9,55.99731
29,35,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
29,36,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
29,37,11.3,56.828,17.49,0.495,Alive,11.3,56.82767
29,38,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
30,1,6.1,46.033,4.296,0.122,Alive,6.1,46.03299
30,2,5.2,44.165,3.062,0.087,Alive,5.2,44.16468
30,3,4.6,42.919,2.381,0.067,Alive,4.6,42.91914
30,4,9.9,53.921,12.797,0.362,Alive,9.9,53.921409999999995
30,5,6.0,45.825,4.146,0.117,Alive,6.0,45.825399999999995
30,6,8.0,49.977,7.832,0.222,Alive,8.0,49.9772
30,7,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
30,8,4.7,43.127,2.487,0.07,Alive,4.7,43.126729999999995
30,9,11.1,56.412,16.762,0.475,Alive,11.1,56.41248999999999
30,10,9.9,51.0,12.116,0.343,Alive,9.9,51.0
30,11,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
30,12,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
30,13,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
30,14,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
30,15,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
30,16,9.5,53.091,11.623,0.329,Alive,9.5,53.09105
30,17,6.1,46.033,4.296,0.122,Alive,6.1,46.03299
30,18,8.2,50.392,8.284,0.235,Alive,8.2,50.39238
30,19,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
30,20,8.0,57.0,8.902,0.252,Alive,8.0,57.0
30,21,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
30,22,8.5,51.015,8.992,0.255,Alive,8.5,51.01514999999999
30,23,7.8,49.562,7.396,0.209,Alive,7.8,49.56202
30,24,5.1,43.957,2.941,0.083,Alive,5.1,43.957089999999994
30,25,6.3,46.448,4.607,0.13,Alive,6.3,46.44817
30,26,6.8,47.486,5.445,0.154,Alive,6.8,47.48612
30,27,7.3,48.524,6.374,0.18,Alive,7.3,48.524069999999995
30,28,4.2,42.089,1.987,0.056,Alive,4.2,42.08878
30,29,5.9,45.618,3.999,0.113,Alive,5.9,45.61781
30,30,5.1,43.957,2.941,0.083,Alive,5.1,43.957089999999994
30,31,4.0,41.674,1.806,0.051,Alive,4.0,41.67359999999999
30,32,8.3,50.6,8.516,0.241,Alive,8.3,50.59997
30,33,7.9,49.77,7.612,0.216,Alive,7.9,49.76961
30,34,6.1,46.033,4.296,0.122,Alive,6.1,46.03299
30,35,4.4,42.504,2.178,0.062,Alive,4.4,42.50396
30,36,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
30,37,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
30,38,4.0,41.674,1.806,0.051,Alive,4.0,41.67359999999999
30,39,7.4,48.0,6.475,0.183,Alive,7.4,48.0
30,40,9.1,52.261,10.519,0.298,Alive,9.1,52.26069
30,41,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
30,42,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
30,43,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
30,44,9.2,52.468,10.789,0.306,Alive,9.2,52.46827999999999
30,45,8.8,51.638,9.737,0.276,Alive,8.8,51.637919999999994
30,46,5.6,44.995,3.578,0.101,Alive,5.6,44.99504
30,47,5.6,44.995,3.578,0.101,Alive,5.6,44.99504
30,48,6.5,46.863,4.932,0.14,Alive,6.5,46.86335
30,49,7.7,48.0,6.993,0.198,Alive,7.7,48.0
30,50,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
30,51,4.0,41.674,1.806,0.051,Alive,4.0,41.67359999999999
30,52,7.2,48.316,6.181,0.175,Alive,7.2,48.31648
30,53,9.8,53.714,12.497,0.354,Alive,9.8,53.71382
31,1,5.4,44.58,3.313,0.094,Alive,5.4,44.57986
31,2,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
31,3,6.9,47.694,5.624,0.159,Alive,6.9,47.69371
31,4,8.7,51.43,9.484,0.269,Alive,8.7,51.43033
31,5,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
31,6,8.6,51.223,9.236,0.262,Alive,8.6,51.222739999999995
31,7,6.6,47.071,5.099,0.144,Alive,6.6,47.07093999999999
31,8,6.2,46.241,4.45,0.126,Alive,6.2,46.240579999999994
31,9,7.6,49.147,6.976,0.198,Alive,7.6,49.14684
31,10,6.3,47.0,4.659,0.132,Alive,6.3,47.0
31,11,7.1,48.109,5.991,0.17,Alive,7.1,48.108889999999995
31,12,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
31,13,7.5,48.939,6.771,0.192,Alive,7.5,48.939249999999994
31,14,9.3,52.676,11.063,0.313,Alive,9.3,52.67587
31,15,9.7,53.506,12.201,0.346,Alive,9.7,53.506229999999995
31,16,5.7,45.203,3.715,0.105,Alive,5.7,45.20263
31,17,11.8,57.866,19.396,0.549,Alive,11.8,57.86561999999999
31,18,8.1,50.185,8.056,0.228,Alive,8.1,50.18478999999999
31,19,7.4,48.732,6.571,0.186,Alive,7.4,48.73166
31,20,8.6,59.0,10.605,0.3,Alive,8.6,59.0
31,21,9.0,52.053,10.254,0.29,Alive,9.0,52.0531
31,22,10.7,55.582,15.365,0.435,Alive,10.7,55.58212999999999
31,23,9.4,52.883,11.341,0.321,Alive,9.4,52.88346
31,24,9.7,53.506,12.201,0.346,Alive,9.7,53.506229999999995
31,25,9.6,53.299,11.91,0.337,Alive,9.6,53.29863999999999
31,26,8.4,50.808,8.752,0.248,Alive,8.4,50.807559999999995
31,27,7.0,47.901,5.806,0.164,Alive,7.0,47.90129999999999
31,28,7.7,49.354,7.184,0.203,Alive,7.7,49.354429999999994
