Row,Tree,pre_DBH,pre_HT,pre_LLC,pre_stem_vol
14,9,6.7,63.5,46.5,7.0037157
14,10,9.3,,,0.21949
14,11,8.3,66.282847,,11.08710628
14,12,7.5,64.541375,,8.859966578
14,13,,,,0.21949
14,14,9.6,68.472008,,15.23819501
14,15,8.4,66.479408,,11.38356313
14,16,6,60.4664,,5.400251152
14,17,4.5,55.335275,,2.886373579
14,18,9.1,67.723903,,13.56704505
14,19,8.4,70.6,43.4,12.07554568
14,20,9.1,67.723903,,13.56704505
14,21,10.6,69.616168,,18.83602287
14,22,6.8,62.771152,,7.127530603
14,23,10.1,69.102763,,16.99652139
14,24,13.1,,,0.21949
14,25,12.1,70.452283,,24.76899663
14,26,9.1,67.723903,,13.56704505
14,27,11.3,70.137787,,21.53451777
14,28,10.7,,,0.21949
14,29,9.4,73,45.6,15.5711564
14,30,10.7,69.704767,,19.21307708
14,31,10,68.986,,16.638158
14,32,10,68.986,,16.638158
14,33,10.7,69.704767,,19.21307708
14,34,8.4,66.479408,,11.38356313
14,35,10,68.986,,16.638158
14,36,9,67.5602,,13.24374536
14,37,10.5,69.522875,,18.46194479
14,38,10.6,70.4,49.3,19.04563272
14,39,10.2,69.214832,,17.35813447
14,40,9.5,68.331775,,14.89681361
14,41,9.4,68.186848,,14.55896594
14,42,10.7,69.704767,,19.21307708
14,43,9.3,68.037227,,14.22469464
14,44,10.2,69.214832,,17.35813447
15,1,12.5,70.496875,,26.43551539
15,2,8.3,66.282847,,11.08710628
15,3,7.4,64.302568,,8.599966524
15,4,7.6,64.775488,,9.124098605
15,5,9,67.5602,,13.24374536
15,6,9.5,68.331775,,14.89681361
15,7,6.6,62.223128,,6.670335905
15,8,8,65.665,,10.2215828
15,9,8.7,67.040927,,12.29639008
15,10,10,72.2,46.7,17.40309
15,11,9,67.5602,,13.24374536
15,12,9,67.5602,,13.24374536
15,13,7.6,64.775488,,9.124098605
15,14,10.1,69.102763,,16.99652139
15,15,8.7,67.040927,,12.29639008
15,16,6.6,62.223128,,6.670335905
15,17,6.6,62.223128,,6.670335905
15,18,7.5,65.6,47.2,9.00169
15,19,8.3,66.282847,,11.08710628
15,20,8,65.665,,10.2215828
15,21,8.2,66.081592,,10.79460647
15,22,8,65.665,,10.2215828
15,23,6.5,,,0.21949
15,24,9.9,68.864543,,16.28309499
15,25,12,,,0.21949
15,26,9.8,68.738392,,15.9313817
15,27,8.8,67.218712,,12.6083826
15,28,10.9,76.4,46.5,21.82294992
15,29,8.1,65.875643,,10.50609023
15,30,10.5,69.522875,,18.46194479
15,31,9.7,68.607547,,15.58306615
15,32,11.8,70.369552,,23.53934028
15,33,10.3,69.322207,,17.7229452
15,34,11,69.9424,,20.36150235
15,35,10.9,69.867883,,19.97587757
15,36,8.3,66.282847,,11.08710628
15,37,9.4,68.186848,,14.55896594
15,38,11,69.3,36.5,20.176504
15,39,9,67.5602,,13.24374536
15,40,12,70.4294,,24.35705397
15,41,9.5,,,0.21949
15,42,11.2,70.077352,,21.14088722
15,43,11.8,70.369552,,23.53934028
15,44,10,68.986,,16.638158
15,45,9.4,68.186848,,14.55896594
15,46,11.3,70.137787,,21.53451777
16,1,9.5,68.331775,,14.89681361
16,2,7.7,65.004907,,9.392345428
16,3,10,68.986,,16.638158
16,4,8,65.665,,10.2215828
16,5,7.5,64.541375,,8.859966578
16,6,8,65.665,,10.2215828
16,7,7.7,65.004907,,9.392345428
16,8,8.8,68.4,46.2,12.82610248
16,9,5.7,,,0.21949
16,10,7.8,65.229632,,9.66468853
16,11,8.5,66.671275,,11.68394909
16,12,8.4,66.479408,,11.38356313
16,13,5.9,60.157183,,5.203380266
16,14,8,65.665,,10.2215828
16,15,8.4,66.479408,,11.38356313
16,16,8.9,67.391803,,12.92417922
16,17,6.6,62.223128,,6.670335905
16,18,7.4,67.1,46.2,8.96455248
16,19,7.7,65.004907,,9.392345428
16,20,9,67.5602,,13.24374536
16,21,7.8,65.229632,,9.66468853
16,22,10.9,69.867883,,19.97587757
16,23,10.5,69.522875,,18.46194479
16,24,10.7,69.704767,,19.21307708
16,25,8.9,67.391803,,12.92417922
16,26,11,69.9424,,20.36150235
16,27,11.3,70,40.3,21.492644
16,28,8.4,66.479408,,11.38356313
16,29,9.6,68.472008,,15.23819501
16,30,8,65.665,,10.2215828
16,31,9.5,68.331775,,14.89681361
16,32,10.6,69.616168,,18.83602287
16,33,9,67.5602,,13.24374536
16,34,9,67.5602,,13.24374536
16,35,10.2,69.214832,,17.35813447
16,36,9.4,70.4,46.5,15.02438472
16,37,9.7,68.607547,,15.58306615
16,38,8.2,66.081592,,10.79460647
16,39,9.8,68.738392,,15.9313817
16,40,10.9,69.867883,,19.97587757
16,41,9.3,68.037227,,14.22469464
16,42,10.9,69.867883,,19.97587757
16,43,12,70.4294,,24.35705397
16,44,11.1,70.012223,,20.74986027
16,45,,,,
17,1,9.8,68.738392,,15.9313817
17,2,9.2,67.882912,,13.89404102
17,3,6.7,62.499487,,6.896822692
17,4,7,63.3004,,7.601582648
17,5,8,,,0.21949
17,6,7.5,64.541375,,8.859966578
17,7,8.2,66.081592,,10.79460647
17,8,9.1,65,39.5,13.030197
17,9,7,63.3004,,7.601582648
17,10,5.7,59.524667,,4.822306305
17,11,7.5,64.541375,,8.859966578
17,12,7.4,64.302568,,8.599966524
17,13,6.8,62.771152,,7.127530603
17,14,8,65.665,,10.2215828
17,15,10.4,69.424888,,18.09090021
17,16,6.7,62.499487,,6.896822692
17,17,7.8,65.229632,,9.66468853
17,18,8.4,66.5,46.4,11.3870212
17,19,8.7,67.040927,,12.29639008
17,20,8,65.665,,10.2215828
17,21,6.3,61.365887,,6.016246691
17,22,10,68.986,,16.638158
17,23,11.8,70.369552,,23.53934028
17,24,9.7,68.607547,,15.58306615
17,25,11.7,70.332587,,23.13372025
17,26,8.7,67.040927,,12.29639008
17,27,10.9,77.7,45.4,22.19054806
17,28,9.3,,,0.21949
17,29,11.2,70.077352,,21.14088722
17,30,12,70.4294,,24.35705397
17,31,9,67.5602,,13.24374536
17,32,9.7,68.607547,,15.58306615
17,33,10,68.986,,16.638158
17,34,10.8,69.788672,,19.59304867
17,35,12,70.4294,,24.35705397
17,36,8.3,66.282847,,11.08710628
17,37,10.6,70,46.5,18.938666
17,38,10.6,69.616168,,18.83602287
17,39,9,67.5602,,13.24374536
17,40,10,68.986,,16.638158
17,41,9.8,68.738392,,15.9313817
17,42,9.6,68.472008,,15.23819501
17,43,10,68.986,,16.638158
18,1,8,65.665,,10.2215828
18,2,10,68.986,,16.638158
18,3,8.8,67.218712,,12.6083826
18,4,8.4,66.479408,,11.38356313
18,5,9.6,68.472008,,15.23819501
18,6,10.2,69.214832,,17.35813447
18,7,5.7,59.524667,,4.822306305
18,8,8.3,70,48.6,11.696564
18,9,7.5,64.541375,,8.859966578
18,10,9.6,68.472008,,15.23819501
18,11,7.3,64.059067,,8.344114279
18,12,5,,,0.21949
18,13,9,67.5602,,13.24374536
18,14,8.5,66.671275,,11.68394909
18,15,5.3,58.203307,,4.110625527
18,16,7,63.3004,,7.601582648
18,17,6.9,61.6,45.6,7.19949688
18,18,8.2,66.081592,,10.79460647
18,19,8.8,67.218712,,12.6083826
18,20,9.6,68.472008,,15.23819501
18,21,9.5,68.331775,,14.89681361
18,22,10.7,69.704767,,19.21307708
18,23,8.8,67.218712,,12.6083826
18,24,12.2,70.470472,,25.18289362
18,25,9.7,68.607547,,15.58306615
18,26,7.7,68.8,45.8,9.92787176
18,27,10.6,69.616168,,18.83602287
18,28,9.4,,,0.21949
18,29,11.4,70.193528,,21.93068514
18,30,9.2,67.882912,,13.89404102
18,31,12.3,70.483967,,25.59866609
18,32,8.7,67.040927,,12.29639008
18,33,10.3,69.322207,,17.7229452
18,34,9.8,71.4,43.4,16.53975928
18,35,9.1,67.723903,,13.56704505
18,36,10.6,69.616168,,18.83602287
18,37,7.3,64.059067,,8.344114279
18,38,9.2,67.882912,,13.89404102
18,39,8.6,66.858448,,11.98823494
18,40,10.6,69.616168,,18.83602287
18,41,8.9,67.391803,,12.92417922
18,42,10,68.986,,16.638158
19,1,9.4,68.186848,,14.55896594
19,2,8,65.665,,10.2215828
19,3,7.9,65.449663,,9.941108053
19,4,6.5,61.942075,,6.448075352
19,5,9,67.5602,,13.24374536
19,6,6.3,61.365887,,6.016246691
19,7,7.5,64.541375,,8.859966578
19,8,9.7,68.607547,,15.58306615
19,9,6.3,63.5,43.8,6.2178397
19,10,9.3,68.037227,,14.22469464
19,11,9,67.5602,,13.24374536
19,12,8.8,67.218712,,12.6083826
19,13,7,63.3004,,7.601582648
19,14,8.2,66.081592,,10.79460647
19,15,7.2,63.810872,,8.092424339
19,16,11.1,70.012223,,20.74986027
19,17,9.1,71,49.9,14.2127238
19,18,9,67.5602,,13.24374536
19,19,9.6,68.472008,,15.23819501
19,20,9,67.5602,,13.24374536
19,21,8.3,66.282847,,11.08710628
19,22,10.8,69.788672,,19.59304867
19,23,9.3,68.037227,,14.22469464
19,24,8.6,66.858448,,11.98823494
19,25,11.7,70.332587,,23.13372025
19,26,9.7,68.607547,,15.58306615
19,27,11,72.3,44.8,21.040444
19,28,8.5,66.671275,,11.68394909
19,29,9.8,68.738392,,15.9313817
19,30,10.7,69.704767,,19.21307708
19,31,10.5,69.522875,,18.46194479
19,32,10.6,69.616168,,18.83602287
19,33,11.2,70.077352,,21.14088722
19,34,7.9,65.449663,,9.941108053
19,35,8,65.665,,10.2215828
19,36,10.2,69.214832,,17.35813447
19,37,10.1,69,41.1,16.9715722
19,38,9.9,68.864543,,16.28309499
19,39,9.8,68.738392,,15.9313817
19,40,9,67.5602,,13.24374536
19,41,9.3,68.037227,,14.22469464
19,42,9.8,68.738392,,15.9313817
19,43,7.8,65.229632,,9.66468853
19,44,11.2,70.077352,,21.14088722
19,45,11.3,70.137787,,21.53451777
19,46,,,,
20,1,8.5,66.671275,,11.68394909
20,2,8.1,65.875643,,10.50609023
20,3,7,63.3004,,7.601582648
20,4,6.8,62.771152,,7.127530603
20,5,9,67.5602,,13.24374536
20,6,7.2,63.810872,,8.092424339
20,7,6.8,62.771152,,7.127530603
20,8,9.3,68.037227,,14.22469464
20,9,7.2,63.810872,,8.092424339
20,10,8,67.3,46,10.470626
20,11,9.4,68.186848,,14.55896594
20,12,9.9,68.864543,,16.28309499
20,13,6.8,62.771152,,7.127530603
20,14,6.5,61.942075,,6.448075352
20,15,8.3,66.282847,,11.08710628
20,16,5.4,58.540688,,4.28226058
20,17,8.7,67.040927,,12.29639008
20,18,8.4,66.479408,,11.38356313
20,19,8,66.6,47.8,10.364002
20,20,8.6,66.858448,,11.98823494
20,21,8.9,67.391803,,12.92417922
20,22,7.9,65.449663,,9.941108053
20,23,10.6,69.616168,,18.83602287
20,24,8.5,66.671275,,11.68394909
20,25,10.4,69.424888,,18.09090021
20,26,11,69.9424,,20.36150235
20,27,12.7,70.491007,,27.27888696
20,28,9.3,69.6,40.2,14.54638552
20,29,9.8,68.738392,,15.9313817
20,30,10,68.986,,16.638158
20,31,11.2,70.077352,,21.14088722
20,32,10.9,69.867883,,19.97587757
20,33,8.7,,,0.21949
20,34,12.1,70.452283,,24.76899663
20,35,9.1,67.723903,,13.56704505
20,36,11.2,70.077352,,21.14088722
20,37,10.9,69.867883,,19.97587757
20,38,9.6,72.9,43.7,16.20943432
20,39,9.2,67.882912,,13.89404102
20,40,8.4,66.479408,,11.38356313
20,41,10.2,69.214832,,17.35813447
20,42,11.5,70.244575,,22.3293212
20,43,10.3,69.322207,,17.7229452
20,44,8.6,66.858448,,11.98823494
20,45,9.5,68.331775,,14.89681361
20,46,9.6,68.472008,,15.23819501
21,1,10.1,69.102763,,16.99652139
21,2,8.7,67.040927,,12.29639008
21,3,10.1,69.102763,,16.99652139
21,4,7.2,63.810872,,8.092424339
21,5,8.1,65.875643,,10.50609023
21,6,8.3,66.282847,,11.08710628
21,7,8.7,67.040927,,12.29639008
21,8,8,68.1,47.8,10.592482
21,9,6.8,62.771152,,7.127530603
21,10,8.3,66.282847,,11.08710628
21,11,8.3,66.282847,,11.08710628
21,12,7.9,65.449663,,9.941108053
21,13,8.2,66.081592,,10.79460647
21,14,8.9,67.391803,,12.92417922
21,15,7.5,64.541375,,8.859966578
21,16,8.7,67.040927,,12.29639008
21,17,7.4,64.302568,,8.599966524
21,18,8.1,71.1,52.2,11.32188298
21,19,8,65.665,,10.2215828
21,20,10.5,69.522875,,18.46194479
21,21,9.6,68.472008,,15.23819501
21,22,9.3,68.037227,,14.22469464
21,23,9.5,68.331775,,14.89681361
21,24,7.8,65.229632,,9.66468853
21,25,10.8,69.788672,,19.59304867
21,26,12,75.3,45.7,26.026306
21,27,10.5,69.522875,,18.46194479
21,28,7.6,64.775488,,9.124098605
21,29,9.1,67.723903,,13.56704505
21,30,9.5,68.331775,,14.89681361
21,31,8.2,66.081592,,10.79460647
21,32,11.3,70.137787,,21.53451777
21,33,10.2,69.214832,,17.35813447
21,34,8.1,65.875643,,10.50609023
21,35,9.4,68.186848,,14.55896594
21,36,9.5,70.2,45,15.298099
21,37,9.8,68.738392,,15.9313817
21,38,11.4,70.193528,,21.93068514
21,39,8.5,,,0.21949
21,40,9.3,68.037227,,14.22469464
21,41,8.4,66.479408,,11.38356313
21,42,9.9,68.864543,,16.28309499
21,43,10,68.986,,16.638158
21,44,10.8,69.788672,,19.59304867
21,45,,,,
22,1,9.1,67.723903,,13.56704505
22,2,8.1,65.875643,,10.50609023
22,3,7.2,63.810872,,8.092424339
22,4,7.3,64.059067,,8.344114279
22,5,7.9,65.449663,,9.941108053
22,6,7.1,63.557983,,7.844909857
22,7,8.2,66.081592,,10.79460647
22,8,6,60.4664,,5.400251152
22,9,8.1,65.875643,,10.50609023
22,10,9.3,69.7,48.1,14.56697014
22,11,7.3,64.059067,,8.344114279
22,12,7.1,63.557983,,7.844909857
22,13,9.4,68.186848,,14.55896594
22,14,6.3,61.365887,,6.016246691
22,15,9.5,68.331775,,14.89681361
22,16,8.7,67.040927,,12.29639008
22,17,9.5,68.331775,,14.89681361
22,18,7.1,63.557983,,7.844909857
22,19,9.6,76.9,46.5,17.08679752
22,20,7.8,65.229632,,9.66468853
22,21,7.1,63.557983,,7.844909857
22,22,9.3,68.037227,,14.22469464
22,23,7.7,65.004907,,9.392345428
22,24,8.9,67.391803,,12.92417922
22,25,9.4,68.186848,,14.55896594
22,26,12.9,70.466363,,28.12810177
22,27,10.3,69.322207,,17.7229452
22,28,9.3,68.6,40.8,14.34053932
22,29,10.1,69.102763,,16.99652139
22,30,9.3,68.037227,,14.22469464
22,31,10.5,69.522875,,18.46194479
22,32,9.9,68.864543,,16.28309499
22,33,10.2,69.214832,,17.35813447
22,34,7.6,64.775488,,9.124098605
22,35,10.5,69.522875,,18.46194479
22,36,9.9,,,0.21949
22,37,9.1,67.723903,,13.56704505
22,38,8.6,65.1,37.6,11.67870448
22,39,9.8,68.738392,,15.9313817
22,40,10.9,69.867883,,19.97587757
22,41,10.8,69.788672,,19.59304867
22,42,10.3,69.322207,,17.7229452
22,43,9.9,68.864543,,16.28309499
22,44,10.5,69.522875,,18.46194479
22,45,9.3,68.037227,,14.22469464
23,1,7.8,65.229632,,9.66468853
23,2,8.7,67.040927,,12.29639008
23,3,9.8,68.738392,,15.9313817
23,4,9.1,67.723903,,13.56704505
23,5,7.3,64.059067,,8.344114279
23,6,6.9,63.038123,,7.362453186
23,7,10.3,69.322207,,17.7229452
23,8,5.9,60.157183,,5.203380266
23,9,6.8,66,47.1,7.4828692
23,10,8.3,66.282847,,11.08710628
23,11,7.5,64.541375,,8.859966578
23,12,9,67.5602,,13.24374536
23,13,9.2,67.882912,,13.89404102
23,14,7.9,65.449663,,9.941108053
23,15,10,68.986,,16.638158
23,16,6.7,62.499487,,6.896822692
23,17,8.4,68.2,41.8,11.67250696
23,18,,33.605,,0.21949
23,19,10.1,69.102763,,16.99652139
23,20,6.3,,,0.21949
23,21,9,67.5602,,13.24374536
23,22,7.2,63.810872,,8.092424339
23,23,9.3,68.037227,,14.22469464
23,24,11.7,70.332587,,23.13372025
23,25,9,67.5602,,13.24374536
23,26,8.6,66.858448,,11.98823494
23,27,8.3,66.282847,,11.08710628
23,28,10.3,67.2,41.6,17.18710024
23,29,10.3,69.322207,,17.7229452
23,30,10.8,69.788672,,19.59304867
23,31,10.2,69.214832,,17.35813447
23,32,12.4,70.492768,,26.01623386
23,33,10.4,69.424888,,18.09090021
23,34,12.8,70.481032,,27.70280723
23,35,11.4,70.193528,,21.93068514
23,36,11.4,70.193528,,21.93068514
23,37,11.1,76.3,51.5,22.59368674
23,38,9.6,68.472008,,15.23819501
23,39,10.3,69.322207,,17.7229452
23,40,9.3,68.037227,,14.22469464
23,41,10.2,69.214832,,17.35813447
23,42,9,67.5602,,13.24374536
23,43,10.4,69.424888,,18.09090021
23,44,10,68.986,,16.638158
23,45,,,,
24,1,11.4,70.193528,,21.93068514
24,2,7.4,64.302568,,8.599966524
24,3,9.2,67.882912,,13.89404102
24,4,8.5,66.671275,,11.68394909
24,5,6.6,62.223128,,6.670335905
24,6,8.2,66.081592,,10.79460647
24,7,8.9,69.2,45.1,13.26506016
24,8,10.3,69.322207,,17.7229452
24,9,7.6,64.775488,,9.124098605
24,10,9.7,68.607547,,15.58306615
24,11,7.6,64.775488,,9.124098605
24,12,7.8,65.229632,,9.66468853
24,13,7.2,63.810872,,8.092424339
24,14,6.8,62.771152,,7.127530603
24,15,6.4,63.4,46.3,6.40002632
24,16,8.8,67.218712,,12.6083826
24,17,8.5,66.671275,,11.68394909
24,18,7.3,64.059067,,8.344114279
24,19,8.5,66.671275,,11.68394909
24,20,8.4,66.479408,,11.38356313
24,21,11.6,70.290928,,22.73035651
24,22,9.3,68.037227,,14.22469464
24,23,9.5,68.331775,,14.89681361
24,24,10.3,69.322207,,17.7229452
24,25,9.3,73.1,52.2,15.26684722
24,26,10.4,69.424888,,18.09090021
24,27,8.5,66.671275,,11.68394909
24,28,8.7,67.040927,,12.29639008
24,29,10.6,69.616168,,18.83602287
24,30,9,67.5602,,13.24374536
24,31,12.2,70.470472,,25.18289362
24,32,9.9,68.864543,,16.28309499
24,33,9.9,68.864543,,16.28309499
24,34,12,69.7,44.5,24.107074
24,35,10.6,69.616168,,18.83602287
24,36,10.3,69.322207,,17.7229452
24,37,7.1,,,0.21949
24,38,8.6,66.858448,,11.98823494
24,39,10.6,69.616168,,18.83602287
24,40,10.5,69.522875,,18.46194479
24,41,7.9,65.449663,,9.941108053
24,42,10.1,69.102763,,16.99652139
25,1,10,68.986,,16.638158
25,2,7.2,,,0.21949
25,3,9,67.5602,,13.24374536
25,4,8.9,67.391803,,12.92417922
25,5,9,67.5602,,13.24374536
25,6,7.8,65.229632,,9.66468853
25,7,9.2,67.882912,,13.89404102
25,8,6.5,,,0.21949
25,9,9.9,68.864543,,16.28309499
25,10,5.8,63.7,42.8,5.31951584
25,11,8.3,66.282847,,11.08710628
25,12,7.6,64.775488,,9.124098605
25,13,9.4,68.186848,,14.55896594
25,14,7.2,63.810872,,8.092424339
25,15,8.2,66.081592,,10.79460647
25,16,8.3,,,0.21949
25,17,8,65.665,,10.2215828
25,18,9.2,67.882912,,13.89404102
25,19,9.1,67.723903,,13.56704505
25,20,8.4,69.8,46.2,11.94119944
25,21,9.3,68.037227,,14.22469464
25,22,7.5,64.541375,,8.859966578
25,23,10,68.986,,16.638158
25,24,9.9,68.864543,,16.28309499
25,25,9.5,68.331775,,14.89681361
25,26,8.8,67.218712,,12.6083826
25,27,9.9,68.864543,,16.28309499
25,28,11,74.8,48.4,21.760394
25,29,10.3,69.322207,,17.7229452
25,30,10.6,69.616168,,18.83602287
25,31,11.1,70.012223,,20.74986027
25,32,7.9,65.449663,,9.941108053
25,33,9.5,68.331775,,14.89681361
25,34,10.4,69.424888,,18.09090021
25,35,10.7,69.704767,,19.21307708
25,36,10.5,69.522875,,18.46194479
25,37,8.6,71,42.7,12.7172508
25,38,9.1,67.723903,,13.56704505
25,39,6.6,62.223128,,6.670335905
25,40,10.4,69.424888,,18.09090021
25,41,8.1,65.875643,,10.50609023
25,42,10.9,69.867883,,19.97587757
25,43,6.4,,,0.21949
25,44,9.6,68.472008,,15.23819501
25,45,10.1,69.102763,,16.99652139
26,1,9.3,68.037227,,14.22469464
26,2,7.8,65.229632,,9.66468853
26,3,7.2,63.810872,,8.092424339
26,4,8.4,66.479408,,11.38356313
26,5,8.5,66.671275,,11.68394909
26,6,10.4,69.424888,,18.09090021
26,7,7.5,67.1,48.8,9.2025025
26,8,8.5,66.671275,,11.68394909
26,9,7.4,64.302568,,8.599966524
26,10,9.4,,,0.21949
26,11,7,63.3004,,7.601582648
26,12,7.4,64.302568,,8.599966524
26,13,5.3,58.203307,,4.110625527
26,14,7.7,65.004907,,9.392345428
26,15,8.2,66.081592,,10.79460647
26,16,7.8,70,48.3,10.355434
26,17,8.9,67.391803,,12.92417922
26,18,7.9,65.449663,,9.941108053
26,19,9.5,68.331775,,14.89681361
26,20,7.2,63.810872,,8.092424339
26,21,8.3,66.282847,,11.08710628
26,22,8.5,66.671275,,11.68394909
26,23,8.1,65.875643,,10.50609023
26,24,8.9,67.391803,,12.92417922
26,25,7.7,73.9,50.7,10.64753378
26,26,8.6,66.858448,,11.98823494
26,27,9.5,68.331775,,14.89681361
26,28,7.1,63.557983,,7.844909857
26,29,5.9,60.157183,,5.203380266
26,30,7.1,63.557983,,7.844909857
26,31,8.9,67.391803,,12.92417922
26,32,8.6,66.858448,,11.98823494
26,33,5.7,59.524667,,4.822306305
26,34,8.7,67.040927,,12.29639008
26,35,7.6,67.7,54.9,9.52612776
26,36,8.5,66.671275,,11.68394909
26,37,7,63.3004,,7.601582648
26,38,7.9,,,0.21949
26,39,6,60.4664,,5.400251152
26,40,8.5,66.671275,,11.68394909
26,41,7.3,64.059067,,8.344114279
26,42,8.3,66.282847,,11.08710628
26,43,8.7,67.040927,,12.29639008
26,44,10.2,68.2,43.9,17.10684664
26,45,11.8,70.369552,,23.53934028
26,46,11.7,70.332587,,23.13372025
26,47,10.1,69.102763,,16.99652139
26,48,9.7,68.607547,,15.58306615
26,49,11.3,70.137787,,21.53451777
26,50,6.1,,,0.21949
26,51,6.8,,,0.21949
26,52,12,70.4294,,24.35705397
26,53,9.6,66.3,36,14.76178504
27,1,12,70.4294,,24.35705397
27,2,6.2,61.070752,,5.806682102
27,3,7.7,65.004907,,9.392345428
27,4,10,68.986,,16.638158
27,5,8.4,66.479408,,11.38356313
27,6,8.5,66.671275,,11.68394909
27,7,7,63.3004,,7.601582648
27,8,10,68.986,,16.638158
27,9,8.5,67.3,50.1,11.7920615
27,10,8.1,65.875643,,10.50609023
27,11,8,65.665,,10.2215828
27,12,7.7,65.004907,,9.392345428
27,13,8.7,67.040927,,12.29639008
27,14,9.4,68.186848,,14.55896594
27,15,6.7,62.499487,,6.896822692
27,16,9,,,0.21949
27,17,9.5,68.331775,,14.89681361
27,18,9.3,72.1,47.6,15.06100102
27,19,8.7,67.040927,,12.29639008
27,20,8.3,66.282847,,11.08710628
27,21,6.4,,,0.21949
27,22,7.5,64.541375,,8.859966578
27,23,8.4,66.479408,,11.38356313
27,24,8.5,66.671275,,11.68394909
27,25,7.2,63.810872,,8.092424339
27,26,6.4,64.6,46.4,6.51700808
27,27,8.1,65.875643,,10.50609023
27,28,8,65.665,,10.2215828
27,29,6.6,62.223128,,6.670335905
27,30,9,67.5602,,13.24374536
27,31,6.4,61.656328,,6.230044804
27,32,7.7,65.004907,,9.392345428
27,33,8.3,66.282847,,11.08710628
27,34,7.3,64.059067,,8.344114279
27,35,8.9,71.4,46.4,13.67980372
27,36,7,63.3004,,7.601582648
27,37,8.4,66.479408,,11.38356313
27,38,7.7,65.004907,,9.392345428
27,39,8.2,66.081592,,10.79460647
27,40,6.2,61.070752,,5.806682102
27,41,9.1,67.723903,,13.56704505
27,42,10.1,69.102763,,16.99652139
27,43,9.1,67.723903,,13.56704505
27,44,9.9,71,45.7,16.7812198
27,45,10.2,69.214832,,17.35813447
27,46,9.2,67.882912,,13.89404102
27,47,9.4,68.186848,,14.55896594
27,48,12.8,70.481032,,27.70280723
27,49,9.2,,,0.21949
27,50,8.5,66.671275,,11.68394909
27,51,11.4,70.193528,,21.93068514
27,52,11.9,70.401823,,23.94714313
27,53,10.6,69.616168,,18.83602287
27,54,13.8,69,38.7,31.4935468
27,55,,,,
28,1,8.7,67.040927,,12.29639008
28,2,8,65.665,,10.2215828
28,3,8.1,65.875643,,10.50609023
28,4,8.4,66.479408,,11.38356313
28,5,9,,,0.21949
28,6,9.8,68.738392,,15.9313817
28,7,8,65.665,,10.2215828
28,8,8.4,69.7,48,11.92440616
28,9,8.5,66.671275,,11.68394909
28,10,8.3,66.282847,,11.08710628
28,11,9.2,67.882912,,13.89404102
28,12,10.1,69.102763,,16.99652139
28,13,6.9,63.038123,,7.362453186
28,14,7.7,65.004907,,9.392345428
28,15,8.8,67.218712,,12.6083826
28,16,7.2,63.810872,,8.092424339
28,17,7.8,67.4,46.4,9.97895608
28,18,6.8,62.771152,,7.127530603
28,19,9,67.5602,,13.24374536
28,20,8,65.665,,10.2215828
28,21,6.8,62.771152,,7.127530603
28,22,8,65.665,,10.2215828
28,23,6.2,61.070752,,5.806682102
28,24,9,67.5602,,13.24374536
28,25,8.3,66.282847,,11.08710628
28,26,7.2,64.6,43.9,8.18978632
28,27,7.1,63.557983,,7.844909857
28,28,9.3,68.037227,,14.22469464
28,29,4.5,,,0.21949
28,30,8.5,66.671275,,11.68394909
28,31,7.4,64.302568,,8.599966524
28,32,7.3,64.059067,,8.344114279
28,33,6.1,60.770923,,5.601350787
28,34,9,67.5602,,13.24374536
28,35,5.5,62.9,37.7,4.7479755
28,36,9.3,68.037227,,14.22469464
28,37,7.1,63.557983,,7.844909857
28,38,8,65.665,,10.2215828
28,39,6.4,,,0.21949
28,40,8.1,65.875643,,10.50609023
28,41,6.9,63.038123,,7.362453186
28,42,7.1,63.557983,,7.844909857
28,43,9,67.5602,,13.24374536
28,44,9.1,,,0.21949
28,45,10.1,69.3,42.4,17.04440734
28,46,9.5,68.331775,,14.89681361
28,47,11.3,70.137787,,21.53451777
28,48,11.9,70.401823,,23.94714313
28,49,7.3,64.059067,,8.344114279
28,50,10.5,69.522875,,18.46194479
28,51,11.8,70.369552,,23.53934028
28,52,10.5,69.522875,,18.46194479
28,53,11.8,70.369552,,23.53934028
28,54,10,63.3,33.3,15.28489
28,55,,,,
28,56,,,,
29,1,11.6,70.290928,,22.73035651
29,2,8.6,66.858448,,11.98823494
29,3,7.9,65.449663,,9.941108053
29,4,8.3,66.282847,,11.08710628
29,5,6,60.4664,,5.400251152
29,6,7.7,65.004907,,9.392345428
29,7,8.2,66.081592,,10.79460647
29,8,9.2,67.882912,,13.89404102
29,9,7.7,65.004907,,9.392345428
29,10,8.7,72.6,51.3,13.29781372
29,11,8,65.665,,10.2215828
29,12,8.5,66.671275,,11.68394909
29,13,6.8,,,0.21949
29,14,8.3,66.282847,,11.08710628
29,15,11.1,70.012223,,20.74986027
29,16,4.7,,,0.21949
29,17,10.1,69.102763,,16.99652139
29,18,6.5,61.942075,,6.448075352
29,19,6.7,62.499487,,6.896822692
29,20,8.5,68,46.8,11.91243
29,21,6.9,63.038123,,7.362453186
29,22,10.3,69.322207,,17.7229452
29,23,8.9,67.391803,,12.92417922
29,24,7.5,64.541375,,8.859966578
29,25,9.2,67.882912,,13.89404102
29,26,7.5,64.541375,,8.859966578
29,27,7.4,64.302568,,8.599966524
29,28,9.7,68.607547,,15.58306615
29,29,6.4,72.3,51.2,7.26764104
29,30,7.8,65.229632,,9.66468853
